_ID,_VALUE,TimeCount:int
TOURNAMEN_ENEMY_ROUND_163,163,19
TOURNAMEN_ENEMY_ROUND_164,164,20
TOURNAMEN_ENEMY_ROUND_165,165,21
TOURNAMEN_ENEMY_ROUND_166,166,22
TOURNAMEN_ENEMY_ROUND_167,167,23
TOURNAMEN_ENEMY_ROUND_168,168,24
TOURNAMEN_ENEMY_ROUND_169,169,25
TOURNAMEN_ENEMY_ROUND_170,170,26
TOURNAMEN_ENEMY_ROUND_171,171,27
TOURNAMEN_ENEMY_ROUND_172,172,28
TOURNAMEN_ENEMY_ROUND_173,173,29
TOURNAMEN_ENEMY_ROUND_174,174,30
TOURNAMEN_ENEMY_ROUND_175,175,31
TOURNAMEN_ENEMY_ROUND_176,176,32
TOURNAMEN_ENEMY_ROUND_177,177,33
TOURNAMEN_ENEMY_ROUND_178,178,34
TOURNAMEN_ENEMY_ROUND_179,179,35
TOURNAMEN_ENEMY_ROUND_180,180,36
TOURNAMEN_ENEMY_ROUND_181,181,1
TOURNAMEN_ENEMY_ROUND_182,182,2
TOURNAMEN_ENEMY_ROUND_183,183,3
TOURNAMEN_ENEMY_ROUND_184,184,4
TOURNAMEN_ENEMY_ROUND_185,185,5
TOURNAMEN_ENEMY_ROUND_186,186,6
TOURNAMEN_ENEMY_ROUND_187,187,7
TOURNAMEN_ENEMY_ROUND_188,188,8
TOURNAMEN_ENEMY_ROUND_189,189,9
TOURNAMEN_ENEMY_ROUND_190,190,10
TOURNAMEN_ENEMY_ROUND_191,191,11
TOURNAMEN_ENEMY_ROUND_192,192,12
TOURNAMEN_ENEMY_ROUND_193,193,13
TOURNAMEN_ENEMY_ROUND_194,194,14
TOURNAMEN_ENEMY_ROUND_195,195,15
TOURNAMEN_ENEMY_ROUND_196,196,16
TOURNAMEN_ENEMY_ROUND_197,197,17
TOURNAMEN_ENEMY_ROUND_198,198,18
TOURNAMEN_ENEMY_ROUND_199,199,19
TOURNAMEN_ENEMY_ROUND_200,200,20
TOURNAMEN_ENEMY_ROUND_201,201,21
TOURNAMEN_ENEMY_ROUND_202,202,22
TOURNAMEN_ENEMY_ROUND_203,203,23
TOURNAMEN_ENEMY_ROUND_204,204,24
TOURNAMEN_ENEMY_ROUND_205,205,25
TOURNAMEN_ENEMY_ROUND_206,206,26
TOURNAMEN_ENEMY_ROUND_207,207,27
TOURNAMEN_ENEMY_ROUND_208,208,28
TOURNAMEN_ENEMY_ROUND_209,209,29
TOURNAMEN_ENEMY_ROUND_210,210,30
TOURNAMEN_ENEMY_ROUND_211,211,31
TOURNAMEN_ENEMY_ROUND_212,212,32
TOURNAMEN_ENEMY_ROUND_213,213,33
TOURNAMEN_ENEMY_ROUND_214,214,34
TOURNAMEN_ENEMY_ROUND_215,215,35
TOURNAMEN_ENEMY_ROUND_216,216,36
TOURNAMEN_ENEMY_ROUND_217,217,1
TOURNAMEN_ENEMY_ROUND_218,218,2
TOURNAMEN_ENEMY_ROUND_219,219,3
TOURNAMEN_ENEMY_ROUND_220,220,4
TOURNAMEN_ENEMY_ROUND_221,221,5
TOURNAMEN_ENEMY_ROUND_222,222,6
TOURNAMEN_ENEMY_ROUND_223,223,7
TOURNAMEN_ENEMY_ROUND_224,224,8
TOURNAMEN_ENEMY_ROUND_225,225,9
TOURNAMEN_ENEMY_ROUND_226,226,10
TOURNAMEN_ENEMY_ROUND_227,227,11
TOURNAMEN_ENEMY_ROUND_228,228,12
TOURNAMEN_ENEMY_ROUND_229,229,13
TOURNAMEN_ENEMY_ROUND_230,230,14
TOURNAMEN_ENEMY_ROUND_231,231,15
TOURNAMEN_ENEMY_ROUND_232,232,16
TOURNAMEN_ENEMY_ROUND_233,233,17
TOURNAMEN_ENEMY_ROUND_234,234,18
TOURNAMEN_ENEMY_ROUND_235,235,19
TOURNAMEN_ENEMY_ROUND_236,236,20
TOURNAMEN_ENEMY_ROUND_237,237,21
TOURNAMEN_ENEMY_ROUND_238,238,22
TOURNAMEN_ENEMY_ROUND_239,239,23
TOURNAMEN_ENEMY_ROUND_240,240,24
TOURNAMEN_ENEMY_ROUND_241,241,25
TOURNAMEN_ENEMY_ROUND_242,242,26
TOURNAMEN_ENEMY_ROUND_243,243,27
TOURNAMEN_ENEMY_ROUND_244,244,28
TOURNAMEN_ENEMY_ROUND_245,245,29
TOURNAMEN_ENEMY_ROUND_246,246,30
TOURNAMEN_ENEMY_ROUND_247,247,31
TOURNAMEN_ENEMY_ROUND_248,248,32
TOURNAMEN_ENEMY_ROUND_249,249,33
TOURNAMEN_ENEMY_ROUND_250,250,34
TOURNAMEN_ENEMY_ROUND_251,251,35
TOURNAMEN_ENEMY_ROUND_252,252,36
TOURNAMEN_ENEMY_ROUND_253,253,1
TOURNAMEN_ENEMY_ROUND_254,254,2
TOURNAMEN_ENEMY_ROUND_255,255,3
TOURNAMEN_ENEMY_ROUND_256,256,4
TOURNAMEN_ENEMY_ROUND_257,257,5
TOURNAMEN_ENEMY_ROUND_258,258,6
TOURNAMEN_ENEMY_ROUND_259,259,7
TOURNAMEN_ENEMY_ROUND_260,260,8
TOURNAMEN_ENEMY_ROUND_261,261,9
TOURNAMEN_ENEMY_ROUND_262,262,10
TOURNAMEN_ENEMY_ROUND_263,263,11
TOURNAMEN_ENEMY_ROUND_264,264,12
TOURNAMEN_ENEMY_ROUND_265,265,13
TOURNAMEN_ENEMY_ROUND_266,266,14
TOURNAMEN_ENEMY_ROUND_267,267,15
TOURNAMEN_ENEMY_ROUND_268,268,16
TOURNAMEN_ENEMY_ROUND_269,269,17
TOURNAMEN_ENEMY_ROUND_270,270,18
TOURNAMEN_ENEMY_ROUND_271,271,19
TOURNAMEN_ENEMY_ROUND_272,272,20
TOURNAMEN_ENEMY_ROUND_273,273,21
TOURNAMEN_ENEMY_ROUND_274,274,22
TOURNAMEN_ENEMY_ROUND_275,275,23
TOURNAMEN_ENEMY_ROUND_276,276,24
TOURNAMEN_ENEMY_ROUND_277,277,25
TOURNAMEN_ENEMY_ROUND_278,278,26
TOURNAMEN_ENEMY_ROUND_279,279,27
TOURNAMEN_ENEMY_ROUND_280,280,28
TOURNAMEN_ENEMY_ROUND_281,281,29
TOURNAMEN_ENEMY_ROUND_282,282,30
TOURNAMEN_ENEMY_ROUND_283,283,31
TOURNAMEN_ENEMY_ROUND_284,284,32
TOURNAMEN_ENEMY_ROUND_285,285,33
TOURNAMEN_ENEMY_ROUND_286,286,34
TOURNAMEN_ENEMY_ROUND_287,287,35
TOURNAMEN_ENEMY_ROUND_288,288,36
TOURNAMEN_ENEMY_ROUND_289,289,1
TOURNAMEN_ENEMY_ROUND_290,290,2
TOURNAMEN_ENEMY_ROUND_291,291,3
TOURNAMEN_ENEMY_ROUND_292,292,4
TOURNAMEN_ENEMY_ROUND_293,293,5
TOURNAMEN_ENEMY_ROUND_294,294,6
TOURNAMEN_ENEMY_ROUND_295,295,7
TOURNAMEN_ENEMY_ROUND_296,296,8
TOURNAMEN_ENEMY_ROUND_297,297,9
TOURNAMEN_ENEMY_ROUND_298,298,10
TOURNAMEN_ENEMY_ROUND_299,299,11
TOURNAMEN_ENEMY_ROUND_300,300,12
TOURNAMEN_ENEMY_ROUND_301,301,13
TOURNAMEN_ENEMY_ROUND_302,302,14
TOURNAMEN_ENEMY_ROUND_303,303,15
TOURNAMEN_ENEMY_ROUND_304,304,16
TOURNAMEN_ENEMY_ROUND_305,305,17
TOURNAMEN_ENEMY_ROUND_306,306,18
TOURNAMEN_ENEMY_ROUND_307,307,19
TOURNAMEN_ENEMY_ROUND_308,308,20
TOURNAMEN_ENEMY_ROUND_309,309,21
TOURNAMEN_ENEMY_ROUND_310,310,22
TOURNAMEN_ENEMY_ROUND_311,311,23
TOURNAMEN_ENEMY_ROUND_312,312,24
TOURNAMEN_ENEMY_ROUND_313,313,25
TOURNAMEN_ENEMY_ROUND_314,314,26
TOURNAMEN_ENEMY_ROUND_315,315,27
TOURNAMEN_ENEMY_ROUND_316,316,28
TOURNAMEN_ENEMY_ROUND_317,317,29
TOURNAMEN_ENEMY_ROUND_318,318,30
TOURNAMEN_ENEMY_ROUND_319,319,31
TOURNAMEN_ENEMY_ROUND_320,320,32
TOURNAMEN_ENEMY_ROUND_321,321,33
TOURNAMEN_ENEMY_ROUND_322,322,34
TOURNAMEN_ENEMY_ROUND_323,323,35
TOURNAMEN_ENEMY_ROUND_324,324,36
TOURNAMEN_ENEMY_ROUND_325,325,1
TOURNAMEN_ENEMY_ROUND_326,326,2
TOURNAMEN_ENEMY_ROUND_327,327,3
TOURNAMEN_ENEMY_ROUND_328,328,4
TOURNAMEN_ENEMY_ROUND_329,329,5
TOURNAMEN_ENEMY_ROUND_330,330,6
TOURNAMEN_ENEMY_ROUND_331,331,7
TOURNAMEN_ENEMY_ROUND_332,332,8
TOURNAMEN_ENEMY_ROUND_333,333,9
TOURNAMEN_ENEMY_ROUND_334,334,10
TOURNAMEN_ENEMY_ROUND_335,335,11
TOURNAMEN_ENEMY_ROUND_336,336,12
TOURNAMEN_ENEMY_ROUND_337,337,13
TOURNAMEN_ENEMY_ROUND_338,338,14
TOURNAMEN_ENEMY_ROUND_339,339,15
TOURNAMEN_ENEMY_ROUND_340,340,16
TOURNAMEN_ENEMY_ROUND_341,341,17
TOURNAMEN_ENEMY_ROUND_342,342,18
TOURNAMEN_ENEMY_ROUND_343,343,19
TOURNAMEN_ENEMY_ROUND_344,344,20
TOURNAMEN_ENEMY_ROUND_345,345,21
TOURNAMEN_ENEMY_ROUND_346,346,22
TOURNAMEN_ENEMY_ROUND_347,347,23
TOURNAMEN_ENEMY_ROUND_348,348,24
TOURNAMEN_ENEMY_ROUND_349,349,25
TOURNAMEN_ENEMY_ROUND_350,350,26
TOURNAMEN_ENEMY_ROUND_351,351,27
TOURNAMEN_ENEMY_ROUND_352,352,28
TOURNAMEN_ENEMY_ROUND_353,353,29
TOURNAMEN_ENEMY_ROUND_354,354,30
TOURNAMEN_ENEMY_ROUND_355,355,31
TOURNAMEN_ENEMY_ROUND_356,356,32
TOURNAMEN_ENEMY_ROUND_357,357,33
TOURNAMEN_ENEMY_ROUND_358,358,34
TOURNAMEN_ENEMY_ROUND_359,359,35
TOURNAMEN_ENEMY_ROUND_360,360,36
TOURNAMEN_ENEMY_ROUND_361,361,1
TOURNAMEN_ENEMY_ROUND_362,362,2
TOURNAMEN_ENEMY_ROUND_363,363,3
TOURNAMEN_ENEMY_ROUND_364,364,4
TOURNAMEN_ENEMY_ROUND_365,365,5
TOURNAMEN_ENEMY_ROUND_366,366,6
TOURNAMEN_ENEMY_ROUND_367,367,7
TOURNAMEN_ENEMY_ROUND_368,368,8
TOURNAMEN_ENEMY_ROUND_369,369,9
TOURNAMEN_ENEMY_ROUND_370,370,10
TOURNAMEN_ENEMY_ROUND_371,371,11
TOURNAMEN_ENEMY_ROUND_372,372,12
TOURNAMEN_ENEMY_ROUND_373,373,13
TOURNAMEN_ENEMY_ROUND_374,374,14
TOURNAMEN_ENEMY_ROUND_375,375,15
TOURNAMEN_ENEMY_ROUND_376,376,16
TOURNAMEN_ENEMY_ROUND_377,377,17
TOURNAMEN_ENEMY_ROUND_378,378,18
TOURNAMEN_ENEMY_ROUND_379,379,19
TOURNAMEN_ENEMY_ROUND_380,380,20
TOURNAMEN_ENEMY_ROUND_381,381,21
TOURNAMEN_ENEMY_ROUND_382,382,22
TOURNAMEN_ENEMY_ROUND_383,383,23
TOURNAMEN_ENEMY_ROUND_384,384,24
TOURNAMEN_ENEMY_ROUND_385,385,25
TOURNAMEN_ENEMY_ROUND_386,386,26
TOURNAMEN_ENEMY_ROUND_387,387,27
TOURNAMEN_ENEMY_ROUND_388,388,28
TOURNAMEN_ENEMY_ROUND_389,389,29
TOURNAMEN_ENEMY_ROUND_390,390,30
TOURNAMEN_ENEMY_ROUND_391,391,31
TOURNAMEN_ENEMY_ROUND_392,392,32
TOURNAMEN_ENEMY_ROUND_393,393,33
TOURNAMEN_ENEMY_ROUND_394,394,34
TOURNAMEN_ENEMY_ROUND_395,395,35
TOURNAMEN_ENEMY_ROUND_396,396,36
TOURNAMEN_ENEMY_ROUND_397,397,1
TOURNAMEN_ENEMY_ROUND_398,398,2
TOURNAMEN_ENEMY_ROUND_399,399,3
TOURNAMEN_ENEMY_ROUND_400,400,4
TOURNAMEN_ENEMY_ROUND_401,401,5
TOURNAMEN_ENEMY_ROUND_402,402,6
TOURNAMEN_ENEMY_ROUND_403,403,7
TOURNAMEN_ENEMY_ROUND_404,404,8
TOURNAMEN_ENEMY_ROUND_405,405,9
TOURNAMEN_ENEMY_ROUND_406,406,10
TOURNAMEN_ENEMY_ROUND_407,407,11
TOURNAMEN_ENEMY_ROUND_408,408,12
TOURNAMEN_ENEMY_ROUND_409,409,13
TOURNAMEN_ENEMY_ROUND_410,410,14
TOURNAMEN_ENEMY_ROUND_411,411,15
TOURNAMEN_ENEMY_ROUND_412,412,16
TOURNAMEN_ENEMY_ROUND_413,413,17
TOURNAMEN_ENEMY_ROUND_414,414,18
TOURNAMEN_ENEMY_ROUND_415,415,19
TOURNAMEN_ENEMY_ROUND_416,416,20
TOURNAMEN_ENEMY_ROUND_417,417,21
TOURNAMEN_ENEMY_ROUND_418,418,22
TOURNAMEN_ENEMY_ROUND_419,419,23
TOURNAMEN_ENEMY_ROUND_420,420,24
TOURNAMEN_ENEMY_ROUND_421,421,25
TOURNAMEN_ENEMY_ROUND_422,422,26
TOURNAMEN_ENEMY_ROUND_423,423,27
TOURNAMEN_ENEMY_ROUND_424,424,28
TOURNAMEN_ENEMY_ROUND_425,425,29
TOURNAMEN_ENEMY_ROUND_426,426,30
TOURNAMEN_ENEMY_ROUND_427,427,31
TOURNAMEN_ENEMY_ROUND_428,428,32
TOURNAMEN_ENEMY_ROUND_429,429,33
TOURNAMEN_ENEMY_ROUND_430,430,34
TOURNAMEN_ENEMY_ROUND_431,431,35
TOURNAMEN_ENEMY_ROUND_432,432,36
TOURNAMEN_ENEMY_ROUND_433,433,1
TOURNAMEN_ENEMY_ROUND_434,434,2
TOURNAMEN_ENEMY_ROUND_435,435,3
TOURNAMEN_ENEMY_ROUND_436,436,4
TOURNAMEN_ENEMY_ROUND_437,437,5
TOURNAMEN_ENEMY_ROUND_438,438,6
TOURNAMEN_ENEMY_ROUND_439,439,7
TOURNAMEN_ENEMY_ROUND_440,440,8
TOURNAMEN_ENEMY_ROUND_441,441,9
TOURNAMEN_ENEMY_ROUND_442,442,10
TOURNAMEN_ENEMY_ROUND_443,443,11
TOURNAMEN_ENEMY_ROUND_444,444,12
TOURNAMEN_ENEMY_ROUND_445,445,13
TOURNAMEN_ENEMY_ROUND_446,446,14
TOURNAMEN_ENEMY_ROUND_447,447,15
TOURNAMEN_ENEMY_ROUND_448,448,16
TOURNAMEN_ENEMY_ROUND_449,449,17
TOURNAMEN_ENEMY_ROUND_450,450,18
TOURNAMEN_ENEMY_ROUND_451,451,19
TOURNAMEN_ENEMY_ROUND_452,452,20
TOURNAMEN_ENEMY_ROUND_453,453,21
TOURNAMEN_ENEMY_ROUND_454,454,22
TOURNAMEN_ENEMY_ROUND_455,455,23
TOURNAMEN_ENEMY_ROUND_456,456,24
TOURNAMEN_ENEMY_ROUND_457,457,25
TOURNAMEN_ENEMY_ROUND_458,458,26
TOURNAMEN_ENEMY_ROUND_459,459,27
TOURNAMEN_ENEMY_ROUND_460,460,28
TOURNAMEN_ENEMY_ROUND_461,461,29
TOURNAMEN_ENEMY_ROUND_462,462,30
TOURNAMEN_ENEMY_ROUND_463,463,31
TOURNAMEN_ENEMY_ROUND_464,464,32
TOURNAMEN_ENEMY_ROUND_465,465,33
TOURNAMEN_ENEMY_ROUND_466,466,34
TOURNAMEN_ENEMY_ROUND_467,467,35
TOURNAMEN_ENEMY_ROUND_468,468,36
TOURNAMEN_ENEMY_ROUND_469,469,1
TOURNAMEN_ENEMY_ROUND_470,470,2
TOURNAMEN_ENEMY_ROUND_471,471,3
TOURNAMEN_ENEMY_ROUND_472,472,4
TOURNAMEN_ENEMY_ROUND_473,473,5
TOURNAMEN_ENEMY_ROUND_474,474,6
TOURNAMEN_ENEMY_ROUND_475,475,7
TOURNAMEN_ENEMY_ROUND_476,476,8
TOURNAMEN_ENEMY_ROUND_477,477,9
TOURNAMEN_ENEMY_ROUND_478,478,10
TOURNAMEN_ENEMY_ROUND_479,479,11
TOURNAMEN_ENEMY_ROUND_480,480,12
TOURNAMEN_ENEMY_ROUND_481,481,13
TOURNAMEN_ENEMY_ROUND_482,482,14
TOURNAMEN_ENEMY_ROUND_483,483,15
TOURNAMEN_ENEMY_ROUND_484,484,16
TOURNAMEN_ENEMY_ROUND_485,485,17
TOURNAMEN_ENEMY_ROUND_486,486,18
TOURNAMEN_ENEMY_ROUND_487,487,19
TOURNAMEN_ENEMY_ROUND_488,488,20
TOURNAMEN_ENEMY_ROUND_489,489,21
TOURNAMEN_ENEMY_ROUND_490,490,22
TOURNAMEN_ENEMY_ROUND_491,491,23
TOURNAMEN_ENEMY_ROUND_492,492,24
TOURNAMEN_ENEMY_ROUND_493,493,25
TOURNAMEN_ENEMY_ROUND_494,494,26
TOURNAMEN_ENEMY_ROUND_495,495,27
TOURNAMEN_ENEMY_ROUND_496,496,28
TOURNAMEN_ENEMY_ROUND_497,497,29
TOURNAMEN_ENEMY_ROUND_498,498,30
TOURNAMEN_ENEMY_ROUND_499,499,31
TOURNAMEN_ENEMY_ROUND_500,500,32
TOURNAMEN_ENEMY_ROUND_501,501,33
TOURNAMEN_ENEMY_ROUND_502,502,34
TOURNAMEN_ENEMY_ROUND_503,503,35
TOURNAMEN_ENEMY_ROUND_504,504,36
TOURNAMEN_ENEMY_ROUND_505,505,1
TOURNAMEN_ENEMY_ROUND_506,506,2
TOURNAMEN_ENEMY_ROUND_507,507,3
TOURNAMEN_ENEMY_ROUND_508,508,4
TOURNAMEN_ENEMY_ROUND_509,509,5
TOURNAMEN_ENEMY_ROUND_510,510,6
TOURNAMEN_ENEMY_ROUND_511,511,7
TOURNAMEN_ENEMY_ROUND_512,512,8
TOURNAMEN_ENEMY_ROUND_513,513,9
TOURNAMEN_ENEMY_ROUND_514,514,10
TOURNAMEN_ENEMY_ROUND_515,515,11
TOURNAMEN_ENEMY_ROUND_516,516,12
TOURNAMEN_ENEMY_ROUND_517,517,13
TOURNAMEN_ENEMY_ROUND_518,518,14
TOURNAMEN_ENEMY_ROUND_519,519,15
TOURNAMEN_ENEMY_ROUND_520,520,16
TOURNAMEN_ENEMY_ROUND_521,521,17
TOURNAMEN_ENEMY_ROUND_522,522,18
TOURNAMEN_ENEMY_ROUND_523,523,19
TOURNAMEN_ENEMY_ROUND_524,524,20
TOURNAMEN_ENEMY_ROUND_525,525,21
TOURNAMEN_ENEMY_ROUND_526,526,22
TOURNAMEN_ENEMY_ROUND_527,527,23
TOURNAMEN_ENEMY_ROUND_528,528,24
TOURNAMEN_ENEMY_ROUND_529,529,25
TOURNAMEN_ENEMY_ROUND_530,530,26
TOURNAMEN_ENEMY_ROUND_531,531,27
TOURNAMEN_ENEMY_ROUND_532,532,28
TOURNAMEN_ENEMY_ROUND_533,533,29
TOURNAMEN_ENEMY_ROUND_534,534,30
TOURNAMEN_ENEMY_ROUND_535,535,31
TOURNAMEN_ENEMY_ROUND_536,536,32
TOURNAMEN_ENEMY_ROUND_537,537,33
