_ID,_VALUE,#AutoTips:string,AutoDungeonSize:string,AutoPortalEventLayer:string[],AutoEnemyMonsterNum:int[],AutoMonsterLib:id[],AutoEnemySpecialEffectLib:id[],AutoItemNum:string,AutoItemLib:id[],AutoEventNum:string,AutoEventLib:id[],EventBirthGrid:int[],AutoDefaultOpen:int,MonsterAttrLevel:int[],MonsterStar:int[],MonsterHpRate:int[],MonsterAttackRate:int[],ScrollStar:int[],ScrollHpRate:int[],ScrollAttackRate:int[],UsedMonsterAttrLevel:int[],UsedMonsterStar:int[],UsedMonsterHpRate:int[],UsedMonsterAttackRate:int[],UsedScrollStar:int[],UsedScrollHpRate:int[],UsedScrollAttackRate:int[]
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_006,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,105,5,230,150,4,170,110,56,3,190,100,2,160,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_007,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,105,5,230,150,4,170,110,56,3,190,100,2,160,100
DUNGEON_AUTO_GENERATE_TEMPLATE_ORDINARY_008,10008,海底第9层,6#6,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_004,None,3#5,DUNGEON_LIB_ITEMLIB_GROUP_003,3#3,DUNGEON_LIB_EVENTLIB_STATUE_001,0,0,110,5,250,160,4,170,110,58,3,220,110,2,170,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_005,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_THEME_001,0,,110,5,250,160,4,170,110,58,3,220,110,2,170,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_006,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,110,5,250,160,4,170,110,58,3,220,110,2,170,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_007,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,110,5,250,160,4,170,110,58,3,220,110,2,170,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_007,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,110,5,250,160,4,170,110,58,3,220,110,2,170,100
DUNGEON_AUTO_GENERATE_TEMPLATE_ORDINARY_009,10009,海底第11层,6#6,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_008,None,3#5,DUNGEON_LIB_ITEMLIB_GROUP_003,3#4,DUNGEON_LIB_EVENTLIB_HOTSPRING_001,0,0,120,5,310,180,5,180,120,62,4,260,120,3,190,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_009,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_BUBBLE_001,0,,120,5,310,180,5,180,120,62,4,260,120,3,190,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_010,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,120,5,310,180,5,180,120,62,4,260,120,3,190,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_011,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,120,5,310,180,5,180,120,62,4,260,120,3,190,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_012,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,120,5,310,180,5,180,120,62,4,260,120,3,190,100
DUNGEON_AUTO_GENERATE_TEMPLATE_ORDINARY_010,10010,海底第12层,6#6,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_008,None,3#5,DUNGEON_LIB_ITEMLIB_GROUP_003,3#4,DUNGEON_LIB_EVENTLIB_STATUE_001,0,0,125,6,320,190,5,180,120,64,4,290,120,3,210,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_009,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_THEME_001,0,,125,6,320,190,5,180,120,64,4,290,120,3,210,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_010,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,125,6,320,190,5,180,120,64,4,290,120,3,210,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_011,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,125,6,320,190,5,180,120,64,4,290,120,3,210,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_012,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,125,6,320,190,5,180,120,64,4,290,120,3,210,100
DUNGEON_AUTO_GENERATE_TEMPLATE_ORDINARY_011,10011,海底第13层,6#6,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_008,None,4#5,DUNGEON_LIB_ITEMLIB_GROUP_003,3#4,DUNGEON_LIB_EVENTLIB_HOTSPRING_001,0,0,130,6,330,200,5,180,120,66,4,320,130,3,220,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_009,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_BUBBLE_001,0,,130,6,330,200,5,180,120,66,4,320,130,3,220,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_010,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,130,6,330,200,5,180,120,66,4,320,130,3,220,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_011,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,130,6,330,200,5,180,120,66,4,320,130,3,220,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_012,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,130,6,330,200,5,180,120,66,4,320,130,3,220,100
DUNGEON_AUTO_GENERATE_TEMPLATE_ORDINARY_012,10012,海底第14层,6#6,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_008,None,4#5,DUNGEON_LIB_ITEMLIB_GROUP_003,3#4,DUNGEON_LIB_EVENTLIB_STATUE_001,0,0,135,6,340,210,6,180,120,68,4,360,140,3,240,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_009,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_THEME_001,0,,135,6,340,210,6,180,120,68,4,360,140,3,240,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_010,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,135,6,340,210,6,180,120,68,4,360,140,3,240,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_011,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,135,6,340,210,6,180,120,68,4,360,140,3,240,100
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_012,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,135,6,340,210,6,180,120,68,4,360,140,3,240,100
DUNGEON_AUTO_GENERATE_TEMPLATE_ORDINARY_013,10013,海底第16层,7#7,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_013,None,5#5,DUNGEON_LIB_ITEMLIB_GROUP_003,3#5,DUNGEON_LIB_EVENTLIB_HOTSPRING_001,0,0,145,7,360,230,6,200,130,72,4,390,140,3,260,110
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_014,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_BUBBLE_001,0,,145,7,360,230,6,200,130,72,4,390,140,3,260,110
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_015,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,145,7,360,230,6,200,130,72,4,390,140,3,260,110
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_016,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,145,7,360,230,6,200,130,72,4,390,140,3,260,110
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_017,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,145,7,360,230,6,200,130,72,4,390,140,3,260,110
DUNGEON_AUTO_GENERATE_TEMPLATE_ORDINARY_014,10014,海底第17层,7#7,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_013,None,4#6,DUNGEON_LIB_ITEMLIB_GROUP_003,3#5,DUNGEON_LIB_EVENTLIB_STATUE_001,0,0,150,7,370,240,7,200,130,74,4,430,150,3,270,110
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_014,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_THEME_001,0,,150,7,370,240,7,200,130,74,4,430,150,3,270,110
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_015,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,150,7,370,240,7,200,130,74,4,430,150,3,270,110
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_016,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,150,7,370,240,7,200,130,74,4,430,150,3,270,110
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_017,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,150,7,370,240,7,200,130,74,4,430,150,3,270,110
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_018,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,150,7,370,240,7,200,130,74,4,430,150,3,270,110
DUNGEON_AUTO_GENERATE_TEMPLATE_ORDINARY_015,10015,海底第18层,7#7,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_013,None,4#6,DUNGEON_LIB_ITEMLIB_GROUP_003,4#5,DUNGEON_LIB_EVENTLIB_HOTSPRING_001,0,0,160,8,380,250,7,200,130,76,4,460,160,3,290,120
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_014,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_BUBBLE_001,0,,160,8,380,250,7,200,130,76,4,460,160,3,290,120
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_015,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,160,8,380,250,7,200,130,76,4,460,160,3,290,120
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_016,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,160,8,380,250,7,200,130,76,4,460,160,3,290,120
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_017,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,160,8,380,250,7,200,130,76,4,460,160,3,290,120
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_018,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,160,8,380,250,7,200,130,76,4,460,160,3,290,120
DUNGEON_AUTO_GENERATE_TEMPLATE_ORDINARY_016,10016,海底第19层,7#7,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_013,None,5#6,DUNGEON_LIB_ITEMLIB_GROUP_003,4#5,DUNGEON_LIB_EVENTLIB_STATUE_001,0,0,170,8,390,260,8,200,130,78,4,560,160,3,310,130
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_014,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_THEME_001,0,,170,8,390,260,8,200,130,78,4,560,160,3,310,130
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_015,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,170,8,390,260,8,200,130,78,4,560,160,3,310,130
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_016,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,170,8,390,260,8,200,130,78,4,560,160,3,310,130
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_017,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,170,8,390,260,8,200,130,78,4,560,160,3,310,130
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_018,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,170,8,390,260,8,200,130,78,4,560,160,3,310,130
DUNGEON_AUTO_GENERATE_TEMPLATE_ORDINARY_017,10017,测试层,7#7,,5,DUNGEON_LIB_MONSTER_GROUP_001,None,5#6,DUNGEON_LIB_ITEMLIB_GROUP_003,4#5,DUNGEON_LIB_EVENTLIB_HOTSPRING_001,0,0,180,8,400,270,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_001,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_BUBBLE_001,0,,180,8,400,270,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_002,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,180,8,400,270,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_002,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,180,8,400,270,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_003,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,180,8,400,270,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_004,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,180,8,400,270,8,200,130,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_TEMPLATE_INFERNAL_001,10018,海底困难层1,5#5,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_001,None,3#3,DUNGEON_LIB_ITEMLIB_GROUP_003,3#3,DUNGEON_LIB_EVENTLIB_HOTSPRING_001,0,0,160,8,270,260,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_002,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_BUBBLE_001,0,,160,8,270,260,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_003,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,160,8,270,260,8,200,130,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_TEMPLATE_INFERNAL_002,10019,海底困难层2,5#5,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_001,None,3#3,DUNGEON_LIB_ITEMLIB_GROUP_003,3#3,DUNGEON_LIB_EVENTLIB_STATUE_001,0,0,165,8,340,270,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_002,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_THEME_001,0,,165,8,340,270,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_003,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,165,8,340,270,8,200,130,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_TEMPLATE_INFERNAL_003,10020,海底困难层3,5#5,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_001,None,3#3,DUNGEON_LIB_ITEMLIB_GROUP_003,3#3,DUNGEON_LIB_EVENTLIB_HOTSPRING_001,0,0,170,8,410,280,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_002,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_BUBBLE_001,0,,170,8,410,280,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_003,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,170,8,410,280,8,200,130,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_TEMPLATE_INFERNAL_004,10021,海底困难层4,5#5,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_001,None,3#3,DUNGEON_LIB_ITEMLIB_GROUP_003,3#3,DUNGEON_LIB_EVENTLIB_STATUE_001,0,0,175,8,480,290,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_002,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_THEME_001,0,,175,8,480,290,8,200,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_003,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,175,8,480,290,8,200,130,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_TEMPLATE_INFERNAL_005,10022,海底困难层6,6#6,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_004,None,3#4,DUNGEON_LIB_ITEMLIB_GROUP_003,3#3,DUNGEON_LIB_EVENTLIB_HOTSPRING_001,0,0,185,9,540,310,9,220,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_005,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_BUBBLE_001,0,,185,9,540,310,9,220,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_006,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,185,9,540,310,9,220,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_007,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,185,9,540,310,9,220,150,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_TEMPLATE_INFERNAL_006,10023,海底困难层7,6#6,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_004,None,3#4,DUNGEON_LIB_ITEMLIB_GROUP_003,3#3,DUNGEON_LIB_EVENTLIB_STATUE_001,0,0,190,9,610,320,9,220,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_005,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_THEME_001,0,,190,9,610,320,9,220,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_006,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,190,9,610,320,9,220,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_007,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,190,9,610,320,9,220,150,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_TEMPLATE_INFERNAL_007,10024,海底困难层8,6#6,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_004,None,3#4,DUNGEON_LIB_ITEMLIB_GROUP_003,3#3,DUNGEON_LIB_EVENTLIB_HOTSPRING_001,0,0,195,9,680,330,9,220,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_005,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_BUBBLE_001,0,,195,9,680,330,9,220,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_006,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,DUNGEON_LIB_EVENTLIB_GROUP_009,0,,195,9,680,330,9,220,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_MONSTER_GROUP_NEW_007,None,,DUNGEON_LIB_ITEMLIB_GROUP_003,,,,,195,9,680,330,9,220,150,1,1,1,1,1,1,1
