_ID,_VALUE,Day:int[],ChallengesNum:int,Heroes:id,SubLevelName:loc[],RecommendLevel:int[],EnemyLevel:int[],Drop:int[][],JammingRule:string,ShowItem1:id[],ShowItemCount1:int[],ShowItem2:id[],ShowItemCount2:int[],ShowItem3:id[],ShowItemCount3:int[],ShowItem4:id[],ShowItemCount4:int[],MapLevel:id[],SkillName1:id[],SkillDes1:id[],SkillName2:id[],SkillDes2:id[],SkillName3:id[],SkillDes3:id[],SkillName4:id[],SkillDes4:id[],SkillName5:id[],SkillDes5:id[]
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_3,70,70,310003#100000|310007#100000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ROCK_1,15,ITEM_MONSTER_SPLINTER_ROCK_2,5,None,0,None,0,LEVEL_GUARDIAN_OF_GOD_1_LV_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_5_1,None,None
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_4,80,80,310004#100000|310008#100000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ROCK_1,20,ITEM_MONSTER_SPLINTER_ROCK_2,8,None,0,None,0,LEVEL_GUARDIAN_OF_GOD_1_LV_4,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_2_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_5_1
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_5,110,110,310005#100000|310009#100000|310013#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ROCK_1,25,ITEM_MONSTER_SPLINTER_ROCK_2,10,ITEM_EMBLEM_EGGYRA_ROCK,0,None,0,LEVEL_GUARDIAN_OF_GOD_1_LV_5,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_2_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_5_1
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_6,140,140,310006#100000|310010#100000|310014#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ROCK_1,30,ITEM_MONSTER_SPLINTER_ROCK_2,12,ITEM_EMBLEM_EGGYRA_ROCK,0,None,0,LEVEL_GUARDIAN_OF_GOD_1_LV_6,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_2_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_3_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_5_1
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_7,160,160,310006#100000|310011#100000|310015#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ROCK_1,30,ITEM_MONSTER_SPLINTER_ROCK_2,15,ITEM_EMBLEM_EGGYRA_ROCK,0,None,0,LEVEL_GUARDIAN_OF_GOD_1_LV_7,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_2_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_3_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_5_2
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_8,180,180,310006#100000|310012#100000|310016#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ROCK_1,30,ITEM_MONSTER_SPLINTER_ROCK_2,20,ITEM_EMBLEM_EGGYRA_ROCK,0,None,0,LEVEL_GUARDIAN_OF_GOD_1_LV_8,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_2_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_3_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_5_2
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_9,200,200,310006#100000|310012#100000|310017#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ROCK_1,30,ITEM_MONSTER_SPLINTER_ROCK_2,20,ITEM_EMBLEM_EGGYRA_ROCK,0,None,0,LEVEL_GUARDIAN_OF_GOD_1_LV_9,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_2_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_3_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_4_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_5_2
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_10,250,250,310006#100000|310012#100000|310018#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ROCK_1,30,ITEM_MONSTER_SPLINTER_ROCK_2,20,ITEM_EMBLEM_EGGYRA_ROCK,0,None,0,LEVEL_GUARDIAN_OF_GOD_1_LV_10,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_2_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_3_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_4_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_5_3
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_11,270,270,310006#100000|310012#100000|310019#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ROCK_1,30,ITEM_MONSTER_SPLINTER_ROCK_2,20,ITEM_EMBLEM_EGGYRA_ROCK,0,None,0,LEVEL_GUARDIAN_OF_GOD_1_LV_11,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_2_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_3_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_4_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_5_3
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_12,300,300,310006#100000|310012#100000|310020#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ROCK_1,30,ITEM_MONSTER_SPLINTER_ROCK_2,20,ITEM_EMBLEM_EGGYRA_ROCK,0,None,0,LEVEL_GUARDIAN_OF_GOD_1_LV_12,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_2_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_3_3,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_4_2,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_DES_5_3
GUARDIAN_OF_GOD_3,3,3,2,HERO_BOSS_MAYA,LOC_GUARDIAN_OF_GOD_DIFFICULT1_1,50,50,320001#100000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,5,None,0,None,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,None,None
,,6,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_2,60,60,320002#100000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,10,None,0,None,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,None,None
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_3,70,70,320003#100000|320007#100000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,15,ITEM_MONSTER_SPLINTER_PAPER_2,5,None,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,None,None
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_4,80,80,320004#100000|320008#100000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,20,ITEM_MONSTER_SPLINTER_PAPER_2,8,None,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,None,None
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_5,110,110,320005#100000|320009#100000|320013#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,25,ITEM_MONSTER_SPLINTER_PAPER_2,10,ITEM_EMBLEM_EGGYRA_PAPER,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_5,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,None,None
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_6,140,140,320006#100000|320010#100000|320014#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,30,ITEM_MONSTER_SPLINTER_PAPER_2,12,ITEM_EMBLEM_EGGYRA_PAPER,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_6,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,None,None
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_7,160,160,320006#100000|320011#100000|320015#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,30,ITEM_MONSTER_SPLINTER_PAPER_2,15,ITEM_EMBLEM_EGGYRA_PAPER,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_7,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,None,None
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_8,180,180,320006#100000|320012#100000|320016#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,30,ITEM_MONSTER_SPLINTER_PAPER_2,20,ITEM_EMBLEM_EGGYRA_PAPER,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_8,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,None,None
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_9,200,200,320006#100000|320012#100000|320017#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,30,ITEM_MONSTER_SPLINTER_PAPER_2,20,ITEM_EMBLEM_EGGYRA_PAPER,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_9,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,None,None
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_10,250,250,320006#100000|320012#100000|320018#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,30,ITEM_MONSTER_SPLINTER_PAPER_2,20,ITEM_EMBLEM_EGGYRA_PAPER,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_10,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_5_1
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_11,270,270,320006#100000|320012#100000|320019#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,30,ITEM_MONSTER_SPLINTER_PAPER_2,20,ITEM_EMBLEM_EGGYRA_PAPER,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_11,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_5_1
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_12,300,300,320006#100000|320012#100000|320020#40000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_PAPER_1,30,ITEM_MONSTER_SPLINTER_PAPER_2,20,ITEM_EMBLEM_EGGYRA_PAPER,0,None,0,LEVEL_GUARDIAN_OF_GOD_3_LV_12,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_1_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_2,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_2_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_MAYA_SKILL_DES_5_1
GUARDIAN_OF_GOD_4,4,7,2,HERO_BOSS_ORC_HERO,LOC_GUARDIAN_OF_GOD_DIFFICULT1_1,50,50,330001#100000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ALL_1,5,None,0,None,0,None,0,LEVEL_GUARDIAN_OF_GOD_2_LV_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_5_1,None,None
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_2,60,60,330002#100000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ALL_1,10,None,0,None,0,None,0,LEVEL_GUARDIAN_OF_GOD_2_LV_2,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_5_1,None,None
,,,,,LOC_GUARDIAN_OF_GOD_DIFFICULT1_3,70,70,330003#100000|330007#100000,GuardianOfGodRule_1,ITEM_MONSTER_SPLINTER_ALL_1,15,ITEM_MONSTER_SPLINTER_ALL_2,5,None,0,None,0,LEVEL_GUARDIAN_OF_GOD_2_LV_3,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_1_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_3,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_3_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_4,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_4_1,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_5,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_DES_5_1,None,None
