_ID,_VALUE,Name:string,Category:string,BagSort:int,BagCategory:int,#BagCategoryType:string,SubCategory:string,GotoType:string,HeroName:id,CategoryDes:string,Rarity:id,NameKey:loc,DesKey:loc,UISpriteIcon:string,UISmallSpriteIcon:string,UIShopIcon:string,ExchangeItem:id,ExchangeNum:int,Price:int,SparItemId:id,EquipmentAttributeId:id,RandomPackageDrop:int{},SkinTimeLimit:id,SkinSaleItem:id,SkinSaleNum:int,IsShowInDrop:bool
ITEM_EMERGENCY_MEDICINE_4,28,$$$$$$$$$$$$$$$$$$$$$$$$$,Quest,623,0,,,,,任务物品,RARITY_TYPE_BLUE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Quest_Potion,,,,,0,,,,,,,FALSE
ITEM_HERBAL_MEDICINE_1,29,$$$$$$$$$$$$$$$$$$$$$$$$$,Quest,624,0,,,,,任务物品,RARITY_TYPE_GREEN,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Quest_Herb,,,,,0,,,,,,,FALSE
ITEM_HERBAL_MEDICINE_2,30,$$$$$$$$$$$$$$$$$$$$$$$$$,Quest,625,0,,,,,任务物品,RARITY_TYPE_BLUE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Quest_Herb,,,,,0,,,,,,,FALSE
ITEM_GRAIN_1,31,$$$$$$$$$$$$$$$$$$$$$$$$$,Quest,626,0,,,,,任务物品,RARITY_TYPE_BLUE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Quest_Cereal,,,,,0,,,,,,,FALSE
ITEM_BUCKET_1,32,$$$$$$$$$$$$$$$$$$$$$$$$$,Quest,627,0,,,,,任务物品,RARITY_TYPE_GREEN,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Quest_Bucket,,,,,0,,,,,,,FALSE
ITEM_BUCKET_2,33,$$$$$$$$$$$$$$$$$$$$$$$$$,Quest,628,0,,,,,任务物品,RARITY_TYPE_BLUE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Quest_Bucket,,,,,0,,,,,,,FALSE
ITEM_RUNE,34,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,629,0,,,,,士兵强化素材,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Currency_Rune_M,,,,,0,,,,,,,FALSE
ITEM_ARENA_POINT,35,Honor,Currency,630,0,,,,,货币,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_ARENA_POINT,LOC_ITEM_DESCN_ITEM_ARENA_POINT,Icon_Honor_M,,,,,0,,,,,,,FALSE
ITEM_ARENA_COIN,36,Dragon Coin,Currency,631,0,,,,,货币,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_ARENA_COIN,LOC_ITEM_DESCN_ITEM_ARENA_COIN,Icon_Currency_Gold_Arena_M2,Icon_Currency_Gold_Arena_M2,,,,0,,,,,,,FALSE
ITEM_MESSENGER,37,$$$$$$$$$$$$$$$$$$$$$$$$$,Quest,632,0,,,,,任务物品,RARITY_TYPE_GREEN,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Quest_Messenger,,,,,0,,,,,,,FALSE
ITEM_QUEST_TICKET,38,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,634,0,,,,,任务徽章,RARITY_TYPE_BLUE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Currency_QuestEmblem_M,,,,,0,,,,,,,FALSE
ITEM_ARENA_TICKET,39,Arena Ticket,Currency,213,0,,,,,挑战券,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_ARENA_TICKET,LOC_ITEM_DESCN_ITEM_ARENA_TICKET,icon_ChallengeVolume,,,,,,,,,,,,FALSE
ITEM_TREASURE_TICKET,40,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,201,0,,,,,探宝券,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_TREASURE_TICKET,LOC_ITEM_DESCN_ITEM_TREASURE_TICKET,Icon_Currency_TreasureCoupons_M,,,,,,,,,,,,FALSE
ITEM_ENERGY_BOTTLE,41,$$$$$$$$$$$$$$$$$$$$$$$$$,Package,1,3,,,,,体力瓶,RARITY_TYPE_BLUE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Energy_Bottle,Icon_EnergyBottle_M2,,ITEM_PACKAGE_ENERGY,,1,,,,,,,FALSE
ITEM_GRANILE,42,Gem Particle,Currency,635,0,,,,,宝石结晶,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_GRANILE,LOC_ITEM_DESCN_ITEM_GRANILE,Icon_Currency_Spar_Dust_M2,Icon_Currency_Spar_Dust_M2,,,,0,,,,,,,FALSE
ITEM_MEDAL,43,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,636,0,,,,,货币,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Currency_GoldTrophy_M,,,,,0,,,,,,,FALSE
ITEM_TREASURE_EXCHANGE_TICKET,44,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,202,3,,,,,货币,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_TREASURE_EXCHANGE_TICKET,LOC_ITEM_DESCN_ITEM_TREASURE_EXCHANGE_TICKET,Icon_Currency_TreasureExchangeTickets_M,Icon_Currency_TreasureExchangeTickets_M2,,,,,,,,,,,FALSE
ITEM_NORMAL_RUNE,45,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,637,0,,,,,士兵强化素材,RARITY_TYPE_BLUE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Currency_Rune_Green_M,icon_Rune_Green,,,,0,,,,,,,FALSE
ITEM_CLUB_ARENA_COIN,46,Guild Dragon Coin,Currency,638,0,,,,,货币,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_CLUB_ARENA_COIN,LOC_ITEM_DESCN_ITEM_CLUB_ARENA_COIN,Icon_Currency_G_Battle_M,Icon_Currency_G_Battle_M2,,,,0,,,,,,,FALSE
ITEM_CLUB_ARENA_POINT,47,Guild Cup,Currency,639,0,,,,,货币,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_CLUB_ARENA_POINT,LOC_ITEM_DESCN_ITEM_CLUB_ARENA_POINT,Icon_Honor_G_Battle_Guild_M,,,,,0,,,,,,,FALSE
ITEM_CLUB_PERSONAL_ARENA_POINT,48,Personal Arena Cup,Currency,640,0,,,,,货币,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_CLUB_PERSONAL_ARENA_POINT,LOC_ITEM_DESCN_ITEM_CLUB_PERSONAL_ARENA_POINT,Icon_Honor_G_Battle_M,,,,,0,,,,,,,FALSE
ITEM_HERO_SHOP_COIN,49,Monster Coin,Currency,641,0,,,,,货币,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_HERO_SHOP_COIN,LOC_ITEM_DESCN_ITEM_HERO_SHOP_COIN,Icon_Currency_Spirit_Crystal_M2,Icon_Currency_Spirit_Crystal_M2,,,,0,,,,,,,FALSE
ITEM_HERO_REFRESH_ORDER,50,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,214,3,,,,,货币,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_HERO_REFRESH_ORDER,LOC_ITEM_DESCN_ITEM_HERO_REFRESH_ORDER,Icon_Currency_Stone_Refresh_M,Icon_Currency_Stone_Refresh_M2,,,,0,,,,,,,FALSE
ITEM_SENIOR_RUSH_TICKET,51,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,212,3,,,,,货币,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SENIOR_RUSH_TICKET,LOC_ITEM_DESCN_ITEM_SENIOR_RUSH_TICKET,Icon_Currency_RushTickets_Purple_M,,,,,0,,,,,,,FALSE
ITEM_SWORDMAN_PIECE,52,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,642,0,,,,,货币,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Unit_Crystal_Warrior,,,,,,,,,,,,FALSE
ITEM_CHARA_ARCHER_PIECE,53,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,643,0,,,,,货币,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Unit_Crystal_Archer,,,,,,,,,,,,FALSE
ITEM_MACE_KNIGHT_PIECE,54,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,644,0,,,,,货币,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Unit_Crystal_MaceKnight,,,,,,,,,,,,FALSE
ITEM_HEAVY_WARRIOR_PIECE,55,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,645,0,,,,,货币,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Unit_Crystal_HeavyWarrior,,,,,,,,,,,,FALSE
ITEM_CROSSBOWMAN_PIECE,56,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,646,0,,,,,货币,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Unit_Crystal_Crossbowmen,,,,,,,,,,,,FALSE
ITEM_HOLY_KNIGHT_PIECE,57,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,647,0,,,,,货币,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Unit_Crystal_HolyKnight,,,,,,,,,,,,FALSE
ITEM_TEAM_MEDAL,58,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,648,0,,,,,团队勋章,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Currency_CoopBattle_Emblem_M,,,,,,,,,,,,FALSE
ITEM_EDIT_PLAYER_NAME,59,Name Change Card,Expendable,2,3,,,,,消耗品,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_EDIT_PLAYER_NAME,LOC_ITEM_DESCN_ITEM_EDIT_PLAYER_NAME,Icon_EditPlayerName,,,,,,,,,,,,FALSE
ITEM_EDIT_GUILD_NAME,60,Guild Name Change Card,Expendable,3,3,,,,,消耗品,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_EDIT_GUILD_NAME,LOC_ITEM_DESCN_ITEM_EDIT_GUILD_NAME,Icon_EditGuildName,,,,,,,,,,,,FALSE
ITEM_BANQUET_TICKET,61,Summon Ticket,Currency,203,3,,,,,盛宴招募卷,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_BANQUET_TICKET,LOC_ITEM_DESCN_ITEM_BANQUET_TICKET,Icon_Currency_TreasureExchangeTickets_M2,Icon_Currency_TreasureExchangeTickets_M2,,,,,,,,,,,FALSE
ITEM_CHAIN_SKILL_COIN,62,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,649,0,,,,,魔魂,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,LOC_HOME_SHOW_REWARD_LIMIT,04_Sword_Heart_Dust,,,,,,,,,,,,FALSE
ITEM_HERO_EVOLVE_STONE,63,Talent Fruit,Currency,50003,3,,,,,天赋果实 ,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_HERO_EVOLVE_STONE,LOC_ITEM_DESCN_ITEM_HERO_EVOLVE_STONE,ICON_Starup_Stone01,ICON_Starup_Stone01,,,,,,,,,,,FALSE
ITEM_SPAR_COIN,64,Gem Coin,Currency,651,0,,,,,晶石币,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_COIN,LOC_ITEM_DESCN_ITEM_SPAR_COIN,Icon_Crystal_Stone_Coin_M,,,,,,,,,,,,FALSE
ITEM_SPAR_SUPER_BOX_TICKET,65,Premium Gem Ticket,Currency,204,3,,,,,至尊晶石券,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_SUPER_BOX_TICKET,LOC_ITEM_DESCN_ITEM_SPAR_SUPER_BOX_TICKET,Icon_Supreme_Stone_Tickets_M,,,,,,,,,,,,FALSE
ITEM_GUILD_CHALLENGE,66,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,219,3,,,,,公会个人竞技挑战券,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_GUILD_CHALLENGE_VOUCHER,LOC_ITEM_DESCN_ITEM_GUILD_CHALLENGE_VOUCHER,icon_G_Challenge_M,icon_G_Challenge_M2,,,,0,,,,,,,FALSE
ITEM_BOSS_CHALLENGE_COIN,67,MVP Challenge Ticket,Currency,7,3,,,,,世界Boss挑战券,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_WORLD_BOSS_VOUCHER,LOC_ITEM_DESCN_ITEM_WORLD_BOSS_VOUCHER,Icon_World_boss_coin_M2,Icon_World_boss_coin_M2,,,,,,,,,,,FALSE
ITEM_GUILD_BOSS_COIN,69,$$$$$$$$$$$$$$$$$$$$$$$$$,Currency,951,0,,,,,货币,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,LOC_HOME_SHOW_REWARD_LIMIT,icon_Attack02_M,icon_Attack02,,,,,,,,,,,FALSE
ITEM_GUILD_BOSS_STONE,70,Emperium,Currency,952,0,,,,,货币,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_GUILD_BOSS_STONE,LOC_ITEM_DESCN_ITEM_GUILD_BOSS_STONE,Icon_Currency_Rune_M2,Icon_Currency_Rune_M2,,,,,,,,,,,FALSE
ITEM_ACC_POTION,71,Awakening Potion,Currency,4,3,,,,,消耗品,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_ACC_POTION,LOC_ITEM_DESCN_ITEM_ACC_POTION,ICON_ITEM_ACC_POTION,ICON_ITEM_ACC_POTION,,,,0,,,,,,,FALSE
ITEM_SKIN_TICKET,72,skin ticket,Currency,601,0,0-不显示,,,,货币,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SKIN_TICKET,LOC_ITEM_DESCN_ITEM_SKIN_TICKET,Icon_Skin_Coupon,Icon_Skin_Coupon,,,,0,,,,,,,FALSE
ITEM_PINNACLE_ARENA_TICKET,73,Pinnacle Arena Ticket,Currency,220,0,,,,,巅峰斗技场挑战券,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_PINNACLE_ARENA_TICKET,LOC_ITEM_DESCN_ITEM_PINNACLE_ARENA_TICKET,icon_ChallengeVolume_PA,,,,,0,,,,,,,FALSE
ITEM_EXCLUSIVE_AMETHYST,74,Exclusive_Amethyst,Currency,221,0,,,,,专属装备货币,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_EXCLUSIVE_AMETHYST,LOC_ITEM_DESCN_ITEM_ITEM_EXCLUSIVE_AMETHYST,Icon_Exclusive_Amethyst_Special,Icon_Exclusive_Amethyst_Special,,,,0,,,,,,,FALSE
ITEM_LUCKY_COUPON,75,Lucky coupon,Currency,222,3,,,,,幸运券,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_LUCKY_COUPON,LOC_ITEM_DESCN_ITEM_ITEM_LUCKY_COUPON,ICON_Lucky_Coupon,Icon_Currency_Lucky_Coupon_Special,,,,0,,,,,,,FALSE
ITEM_DICE_TICKET,76,Dice Ticket,Currency,223,0,,,,,骰子券,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_DICE_TICKET,LOC_ITEM_DESCN_ITEM_ITEM_DICE_TICKET,ICON_Summer_Coupon,ICON_Summer_Coupon_Special,,,,0,,,,,,,FALSE
ITEM_DICE_ACHIEVE_TICKET,77,Dice Achievei Ticket,Currency,224,0,,,,,骰子券,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_DICE_ACHIEVE_TICKET,LOC_ITEM_DESCN_ITEM_ITEM_DICE_ACHIEVE_TICKET,ICON_Energy_Drinks,ICON_Energy_Drinks,,,,0,,,,,,,FALSE
ITEM_REFRESH_TICKET,78,Refresh Ticket,Currency,225,0,,,,,资源活动刷新券,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_REFRESH_TICKET,LOC_ITEM_DESCN_ITEM_ITEM_REFRESH_TICKET,ICON_Refresh_Coupon,ICON_Refresh_Coupon,,,,0,,,,,,,FALSE
ITEM_ACHIEVE_EXP,79,ACHIEVE EXP,Currency,603,0,,,,,货币,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_ACHIEVE_EXP,LOC_ITEM_DESCN_ITEM_ACHIEVE_EXP,ICON_Achievement_Point,ICON_Achievement_Point,,,,0,,,,,,,FALSE
ITEM_GUILD_BATTLE_GUESS_POINT,80,guild_battle_point,Currency,604,0,,,,,货币,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_GUILD_BATTLE_GUESS_POINT,LOC_ITEM_DESCN_ITEM_GUILD_BATTLE_GUESS_POINT,ITEM_GUILD_BATTLE_GUESS_SILVER_COIN,ITEM_GUILD_BATTLE_GUESS_SILVER_COIN,,,,0,,,,,,,FALSE
ITEM_GUILD_BATTLE_GUESS_SILVER_COIN,81,guild_battle_sliver_coin,Currency,605,0,,,,,货币,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_GUILD_BATTLE_GUESS_SILVER_COIN,LOC_ITEM_DESCN_ITEM_GUILD_BATTLE_GUESS_SILVER_COIN,ITEM_GUILD_BATTLE_GUESS_SILVER_COIN,ITEM_GUILD_BATTLE_GUESS_SILVER_COIN,,,,0,,,,,,,FALSE
ITEM_GUILD_BATTLE_GUESS_GOLD_COIN,82,guild_battle_gold_coin,Currency,606,0,,,,,货币,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_GUILD_BATTLE_GUESS_GOLD_COIN,LOC_ITEM_DESCN_ITEM_GUILD_BATTLE_GUESS_GOLD_COIN,ITEM_GUILD_BATTLE_GUESS_GOLD_COIN,ITEM_GUILD_BATTLE_GUESS_GOLD_COIN,,,,0,,,,,,,FALSE
ITEM_GOLD_PACKAGE_1,300,$$$$$$$$$$$$$$$$$$$$$$$$$,Consumables,105,4,,,,,消耗品,RARITY_TYPE_GREEN,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_GoldPackage1,,,ITEM_GOLD,2000,0,,,,,,,FALSE
ITEM_GOLD_PACKAGE_2,301,$$$$$$$$$$$$$$$$$$$$$$$$$,Consumables,106,4,,,,,消耗品,RARITY_TYPE_GREEN,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_GoldPackage2,,,ITEM_GOLD,10000,0,,,,,,,FALSE
ITEM_GOLD_PACKAGE_3,302,$$$$$$$$$$$$$$$$$$$$$$$$$,Consumables,107,4,,,,,消耗品,RARITY_TYPE_BLUE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_GoldPackage3,,,ITEM_GOLD,20000,0,,,,,,,FALSE
ITEM_GOLD_PACKAGE_4,303,$$$$$$$$$$$$$$$$$$$$$$$$$,Consumables,108,4,,,,,消耗品,RARITY_TYPE_PURPLE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_GoldPackage4,,,ITEM_GOLD,50000,0,,,,,,,FALSE
