_ID,_VALUE,#Name:string,NameKey:loc,Lv:int[],DesKey:loc[],ShortDesKey:loc,DamageType:string,SkillDamageType:string,DamageSpec:string,CastEffect:id,#Parameter1Name:string,Parameter1:obsint[],#Parameter2Name:string,Parameter2:obsint[],#Parameter3Name:string,Parameter3:obsint[],#Parameter4Name:string,Parameter4:obsint[],#Parameter5Name:string,Parameter5:obsint[],#Parameter6Name:string,Parameter6:obsint[],PhysicalFactor:decimal[],MagicFactor:decimal[],BaseDamage:int[],CriticalHit:int[],CriticalDamage:int[],AdjustFactor:int,TargetTeam:string,SkillRadius:int[][],TargetType:string,ActionDelay:decimal,ChantTime:decimal,CanBeInterrupt:bool,IconResName:string,Mana:int[],CoolTime:int[],CastDuration:decimal[],NexusEffect:id,EvolveDes:loc[],SkillBuff:bool
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_KNIGHT_ATTACK,,,,,,,5000,,9000,,13,,,,,,,3.6,0,36000,0,0,,Enemy,1|13|150,,,,,,5,17,0,,,
SKILL_DARKNESS_MOMENT,10008,黑暗瞬间,LOC_SKILL_NAME_SKILL_DARKNESS_MOMENT,1,LOC_SKILL_DES_DETAIL_SKILL_DARKNESS_MOMENT,,Physical,AOE,None,,黑暗状态时间（倍）x10,40,攻击降低万分比,3000,普攻触发眩晕万分比,3500,,,,,,,1.35,0,150,0,0,0,Enemy,1|15|360,Ground,0,0,FALSE,ICON_SKILL_METEORASSAULT,7,22,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_DARKNESS_MOMENT,,,,,,,45,,3500,,4000,,,,,,,1.58,0,900,0,0,,Enemy,1|15|360,,,,,,7,22,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_DARKNESS_MOMENT,,,,,,,50,,4000,,4500,,,,,,,1.88,0,9000,0,0,,Enemy,1|15|360,,,,,,7,22,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_DARKNESS_MOMENT,,,,,,,60,,5000,,5000,,,,,,,2.25,0,22500,0,0,,Enemy,1|15|360,,,,,,7,22,0,,,
SKILL_SACRIFICE,10009,牺牲,LOC_SKILL_NAME_SKILL_SACRIFICE,1,LOC_SKILL_DES_DETAIL_SKILL_SACRIFICE,,Magical,AOE,None,,持续时间（倍）x10,80,分摊伤害万分比,4500,减少伤害万分比,3000,恢复伤害血量万分比,0,,,,,0,0,0,0,0,0,Friendly,0|0|0,None,0,0,FALSE,ICON_SKILL_SACRIFICE,5,25,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_SACRIFICE,,,,,,,80,,5500,,3500,,0,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,5,25,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_SACRIFICE,,,,,,,80,,6500,,4000,,0,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,5,25,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_SACRIFICE_MAX,,,,,,,80,,7500,,5000,,12000,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,5,25,0,,,
SKILL_SPEED_MOTIVATE,10010,速度激发,LOC_SKILL_NAME_SKILL_SPEED_MOTIVATE,1,LOC_SKILL_DES_DETAIL_SKILL_SPEED_MOTIVATE,,Magical,AOE,None,,buff持续时间（倍）x10,100,攻击排序前n个,3,移速提升万分比,2000,攻速提升万分比,2500,,,,,0,0,0,0,0,0,Friendly,0|0|0,None,0,0,FALSE,ICON_SKILL_ADRENALINERUSH,6,20,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_SPEED_MOTIVATE,,,,,,,100,,3,,2500,,3500,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,6,20,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_SPEED_MOTIVATE,,,,,,,100,,3,,3000,,4500,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,6,20,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_SPEED_MOTIVATE,,,,,,,100,,3,,4000,,6000,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,6,20,0,,,
,,,,5,LOC_SKILL_DES_DETAIL_SKILL_SPEED_MOTIVATE,,,,,,,100,,5,,4000,,6000,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,6,20,0,,,
SKILL_FIRE_PILLAR_ATTACK,10011,火柱攻击,LOC_SKILL_NAME_SKILL_FIRE_PILLAR_ATTACK,1,LOC_SKILL_DES_DETAIL_SKILL_FIRE_PILLAR_ATTACK,,Magical,AOE,None,,,,,,,,,,,,,,0,1.8,180,0,0,0,Enemy,1|8|360,Front,0,0,FALSE,ICON_SKILL_FIREPILLAR,5,14,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_FIRE_PILLAR_ATTACK,,,,,,,,,,,,,,,,,,0,2.1,600,0,0,,Enemy,1|8|360,,,,,,5,14,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_FIRE_PILLAR_ATTACK,,,,,,,,,,,,,,,,,,0,2.5,10800,0,0,,Enemy,1|8|360,,,,,,5,14,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_FIRE_PILLAR_ATTACK,,,,,,,,,,,,,,,,,,0,3,27000,0,0,,Enemy,1|8|360,,,,,,5,14,0,,,
SKILL_FALCONRY,10012,驯鹰术,LOC_SKILL_NAME_SKILL_FALCONRY,1,LOC_SKILL_DES_DETAIL_SKILL_FALCONRY_LV1,,Magical,None,None,,召唤物持续时间（倍）x10,150,召唤物继承主人属性万分比,7000,物理穿透,0,暴击,500,暴击伤害,20000,英雄id,599,0,0,0,0,0,0,Enemy,0|0|0,None,0,0,FALSE,ICON_SKILL_FALCONRYMASTERY,6,45,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_FALCONRY_LV1,,,,,,,180,,8500,,0,,1000,,20000,,599,0,0,0,0,0,,Enemy,0|0|0,,,,,,6,40,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_FALCONRY,,,,,,,220,,10000,,200,,1500,,20000,,599,0,0,0,0,0,,Enemy,0|0|0,,,,,,6,35,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_FALCONRY,,,,,,,250,,12500,,550,,2500,,25000,,599,0,0,0,0,0,,Enemy,0|0|0,,,,,,6,30,0,,,
SKILL_LIUHE_BOXING,10013,六合拳,LOC_SKILL_NAME_SKILL_LIUHE_BOXING,1,LOC_SKILL_DES_DETAIL_SKILL_LIUHE_BOXING,,Physical,AOE,None,,,,,,,,,,,,,,0.82,0,90,0,0,0,Enemy,1|10|90,Front,0,0,TRUE,ICON_SKILL_RAGINGTRIFECTA,4,19,1,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_LIUHE_BOXING,,,,,,,,,,,,,,,,,,0.96,0,550,0,0,,Enemy,1|10|90,,,,,,4,19,1,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_LIUHE_BOXING,,,,,,,,,,,,,,,,,,1.14,0,5485,0,0,,Enemy,1|10|90,,,,,,4,19,1,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_LIUHE_BOXING,,,,,,,,,,,,,,,,,,1.37,0,13715,0,0,,Enemy,1|10|90,,,,,,4,19,1,,,
SKILL_MAGIC_DISPELL,10014,魔法效果解除,LOC_SKILL_NAME_SKILL_MAGIC_DISPELL,1,LOC_SKILL_DES_DETAIL_SKILL_MAGIC_DISPELL,,Magical,AOE,None,,,,,,,,,,,,,,0,1.8,200,0,0,0,Enemy,1|8|360,Ground,0,0,FALSE,ICON_SKILL_DISPELL,6,15,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_MAGIC_DISPELL,,,,,,,,,,,,,,,,,,0,2.1,1200,0,0,,Enemy,1|8|360,,,,,,6,15,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_MAGIC_DISPELL,,,,,,,,,,,,,,,,,,0,2.5,12000,0,0,,Enemy,1|8|360,,,,,,6,15,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_MAGIC_DISPELL,,,,,,,,,,,,,,,,,,0,3,30000,0,0,,Enemy,1|8|360,,,,,,6,15,0,,,
SKILL_SPEAR_BOOMERANG,10015,投掷长矛攻击,LOC_SKILL_NAME_SKILL_SPEAR_BOOMERANG,1,LOC_SKILL_DES_DETAIL_SKILL_SPEAR_BOOMERANG,,Physical,AOE,None,,对剪刀阵营伤害加成万分比,3000,,,,,,,,,,,1.66,0,165,0,0,0,Enemy,1|9|360,Ground,0,0,FALSE,ICON_SKILL_SPEARBOOMERANG,5,16,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_SPEAR_BOOMERANG,,,,,,,3000,,,,,,,,,,,1.94,0,550,0,0,,Enemy,1|9|360,,,,,,5,16,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_SPEAR_BOOMERANG,,,,,,,3000,,,,,,,,,,,2.3,0,9970,0,0,,Enemy,1|9|360,,,,,,5,16,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_SPEAR_BOOMERANG,,,,,,,3000,,,,,,,,,,,2.77,0,24920,0,0,,Enemy,1|9|360,,,,,,5,16,0,,,
SKILL_DOUBLE_HANDS_PARRING,10016,双剑（手）格挡,LOC_SKILL_NAME_SKILL_DOUBLE_HANDS_PARRING,1,LOC_SKILL_DES_DETAIL_SKILL_DOUBLE_HANDS_PARRING,,Physical,AOE,None,,物理伤害减少千分比,300,防御转攻击千分比,11000,buff持续时间（倍）x10,60,,,,,,,0,0,0,0,0,0,Friendly,0|0|0,Self,0,0,FALSE,ICON_SKILL_PARRY,4,31,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_DOUBLE_HANDS_PARRING,,,,,,,350,,12000,,65,,,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,4,31,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_DOUBLE_HANDS_PARRING,,,,,,,400,,13000,,70,,,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,4,31,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_DOUBLE_HANDS_PARRING,,,,,,,500,,15000,,80,,,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,4,31,0,,,
SKILL_FIREBALL,10017,火球术,LOC_SKILL_NAME_SKILL_FIREBALL,1,LOC_SKILL_DES_DETAIL_SKILL_FIREBALL,,Magical,AOE,None,,魔物伤害加成（倍）x10,15,,,,,,,,,,,0,1.5,150,0,0,0,Enemy,1|9|360,Anyone,0,0,FALSE,ICON_SKILL_FIREBALL,5,15,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_FIREBALL,,,,,,,15,,,,,,,,,,,0,1.74,500,0,0,,Enemy,1|9|360,,,,,,5,15,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_FIREBALL,,,,,,,15,,,,,,,,,,,0,2.08,8975,0,0,,Enemy,1|9|360,,,,,,5,15,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_FIREBALL,,,,,,,15,,,,,,,,,,,0,2.5,22435,0,0,,Enemy,1|9|360,,,,,,5,15,0,,,
SKILL_SOUL_DRAIN,10018,吸魂术,LOC_SKILL_NAME_SKILL_SOUL_DRAIN,1,LOC_SKILL_DES_DETAIL_SKILL_SOUL_DRAIN,,Magical,AOE,None,,敌方最大生命吸取量千分比,10,技能持续时间/10,50,总伤害恢复自身血量千分比,600,最大生命值绝对值上限,200,每次伤害间隔时间/10,2,,,0,0.45,45,0,0,0,Enemy,0|0|0,None,0,0,FALSE,ICON_SKILL_SOULDRAIN,5,21,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_SOUL_DRAIN,,,,,,,12,,50,,700,,400,,2,,,0,0.525,150,0,0,,Enemy,0|0|0,,,,,,5,21,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_SOUL_DRAIN,,,,,,,15,,50,,800,,4000,,2,,,0,0.625,2700,0,0,,Enemy,0|0|0,,,,,,5,21,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_SOUL_DRAIN,,,,,,,20,,50,,1000,,15000,,2,,,0,0.75,6750,0,0,,Enemy,0|0|0,,,,,,5,21,0,,,
SKILL_ACID_FLASK_THROW,10019,强酸火烟瓶投掷,LOC_SKILL_NAME_SKILL_ACID_FLASK_THROW,1,LOC_SKILL_DES_DETAIL_SKILL_ACID_FLASK_THROW,,Physical,AOE,None,,降低攻击时间（倍）x10,50,攻击军团数量,2,降低双攻万分比,3000,,,,,,,1.08,0,120,0,0,0,Enemy,0|0|0,None,0,0,FALSE,ICON_SKILL_ACIDBOMB,6,17,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_ACID_FLASK_THROW,,,,,,,50,,2,,3500,,,,,,,1.26,0,720,0,0,,Enemy,0|0|0,,,,,,6,17,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_ACID_FLASK_THROW,,,,,,,50,,2,,4000,,,,,,,1.5,0,7200,0,0,,Enemy,0|0|0,,,,,,6,17,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_ACID_FLASK_THROW,,,,,,,50,,3,,5000,,,,,,,1.8,0,18000,0,0,,Enemy,0|0|0,,,,,,6,17,0,,,
SKILL_GUARDIAN_ANGEL,10020,天使之护,LOC_SKILL_NAME_SKILL_GUARDIAN_ANGEL,1,LOC_SKILL_DES_DETAIL_SKILL_GUARDIAN_ANGEL,,Magical,AOE,None,,持续时间（倍）x10,50,增加魔法减伤万分比,3500,,,,,,,,,0,1.87,280,0,0,0,Friendly,0|0|0,None,0,0,FALSE,ICON_SKILL_DIVINEPROTECTION,3,19,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_GUARDIAN_ANGEL,,,,,,,50,,3500,,,,,,,,,0,2.09,1650,0,0,,Friendly,0|0|0,,,,,,3,19,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_GUARDIAN_ANGEL,,,,,,,50,,3500,,,,,,,,,0,2.3,12555,0,0,,Friendly,0|0|0,,,,,,3,19,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_GUARDIAN_ANGEL,,,,,,,50,,3500,,,,,,,,,0,2.6,25600,0,0,,Friendly,0|0|0,,,,,,3,19,0,,,
SKILL_FORGET_ME_NOT,10021,勿忘我,LOC_SKILL_NAME_SKILL_FORGET_ME_NOT,1,LOC_SKILL_DES_DETAIL_SKILL_FORGET_ME_NOT,,Physical,AOE,None,,持续时间（倍）x10,70,移速降低万分比,6000,攻速降低万分比,3000,,,,,,,0.21,0,20,0,0,0,Enemy,1|12|360,Ground,0,0,FALSE,ICON_SKILL_SLOWGRACE,5,18,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_FORGET_ME_NOT,,,,,,,70,,7000,,4000,,,,,,,0.25,0,70,0,0,,Enemy,1|12|360,,,,,,5,18,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_FORGET_ME_NOT,,,,,,,70,,8000,,5000,,,,,,,0.29,0,1275,0,0,,Enemy,1|12|360,,,,,,5,18,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_FORGET_ME_NOT,,,,,,,70,,9000,,6000,,,,,,,0.35,0,3180,0,0,,Enemy,1|12|360,,,,,,5,18,0,,,
SKILL_FREEZE,10022,冰冻术,LOC_SKILL_NAME_SKILL_FREEZE,1,LOC_SKILL_DES_DETAIL_SKILL_FREEZE,,Magical,AOE,None,,持续时间（倍）x10,40,攻速降低万分比,3000,,,,,,,,,0,1.85,185,0,0,0,Enemy,1|10|360,Ground,0,0,FALSE,ICON_SKILL_FROSTDIVER,6,17,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_FREEZE,,,,,,,40,,3000,,,,,,,,,0,2.16,620,0,0,,Enemy,1|10|360,,,,,,6,17,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_FREEZE,,,,,,,40,,3000,,,,,,,,,0,2.57,11105,0,0,,Enemy,1|10|360,,,,,,6,17,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_FREEZE,,,,,,,40,,3000,,,,,,,,,0,3.08,27770,0,0,,Enemy,1|10|360,,,,,,6,17,0,,,
SKILL_SPIRIT_WEAK,10023,精神耗弱术,LOC_SKILL_NAME_SKILL_SPIRIT_WEAK,1,LOC_SKILL_DES_DETAIL_SKILL_SPIRIT_WEAK,,Magical,AOE,None,,buff持续时间（倍）x10,80,降低敌人魔力恢复万分比,5500,,,,,,,,,0,1.62,160,0,0,0,Enemy,0|0|0,None,0,0,FALSE,ICON_SKILL_SOULSIPHON,3,22,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_SPIRIT_WEAK,,,,,,,80,,5500,,,,,,,,,0,1.89,540,0,0,,Enemy,0|0|0,,,,,,3,22,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_SPIRIT_WEAK,,,,,,,80,,5500,,,,,,,,,0,2.25,9720,0,0,,Enemy,0|0|0,,,,,,3,22,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_SPIRIT_WEAK,,,,,,,80,,5500,,,,,,,,,0,2.7,24300,0,0,,Enemy,0|0|0,,,,,,3,22,0,,,
SKILL_CHARGE_ARROW,10024,冲锋箭,LOC_SKILL_NAME_SKILL_CHARGE_ARROW,1,LOC_SKILL_DES_DETAIL_SKILL_CHARGE_ARROW,,Physical,AOE,None,,击退敌军初速度（倍）x10,400,击退敌军减速加速度（倍）x10,1300,移动速度（倍）x10,600,技能伤害长度（倍）x10,120,,,,,1.35,0,135,0,0,0,Enemy,2|33|8,Front,0,0,FALSE,ICON_SKILL_ARROWREPEL,5,15,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_CHARGE_ARROW,,,,,,,400,,1300,,600,,120,,,,,1.57,0,450,0,0,,Enemy,2|33|8,,,,,,5,15,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_CHARGE_ARROW,,,,,,,400,,1300,,600,,120,,,,,1.87,0,8100,0,0,,Enemy,2|33|8,,,,,,5,15,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_CHARGE_ARROW,,,,,,,400,,1300,,600,,120,,,,,2.25,0,20250,0,0,,Enemy,2|33|8,,,,,,5,15,0,,,
SKILL_HEAL,10025,治愈术,LOC_SKILL_NAME_SKILL_HEAL,1,LOC_SKILL_DES_DETAIL_SKILL_HEAL,,Magical,AOE,None,,,,,,,,,,,,,,0,1.77,225,0,0,0,Friendly,0|0|0,None,0,0,FALSE,ICON_SKILL_HEAL,3,20,0,,,FALSE
