_ID,_VALUE,ModelType:string,Model:id,ChallengeCost:int[],SubLevelName:loc[],MapLevel:id[],IntimacyUnlockLv:int[],PlayerUnlockLv:int[],IsShowHeadPortrait:bool[],FirstDrop:int[][],Drop:int[][],FirstShowItem1:id[],FirstShowItemCount1:int[],FirstShowItem2:id[],FirstShowItemCount2:int[],ShowItem1:id[],ShowItemCount1:int[],ShowItem2:id[],ShowItemCount2:int[],Rules:id[],ThreeStarLoc:loc[],FailureLoc:loc[]
INTIMACY_CHALLENGE_109,109,Hero,HERO_ORC_LORD,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_ORC_LORD_LV_1,3,1,true,17008#100000|17901#100000,18008#100000|18901#100000,ITEM_EMBLEM_ORC_LORD,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ORC_LORD,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_ORC_LORD,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_ORC_LORD
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_ORC_LORD_LV_2,7,1,false,17108#100000|17901#100000,18901#100000,ITEM_EMBLEM_ORC_LORD,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_ORC_LORD_LV_3,11,1,true,17008#100000|17901#100000,18008#100000|18901#100000,ITEM_EMBLEM_ORC_LORD,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ORC_LORD,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_ORC_LORD_LV_4,16,1,false,17108#100000|17901#100000,18901#100000,ITEM_EMBLEM_ORC_LORD,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_ORC_LORD,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_ORC_LORD
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_ORC_LORD_LV_5,21,1,true,17008#100000|17901#100000,18008#100000|18901#100000,ITEM_EMBLEM_ORC_LORD,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ORC_LORD,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_110,110,Hero,HERO_ALICE,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_ALICE_LV_1,3,1,true,17009#100000|17901#100000,18009#100000|18901#100000,ITEM_EMBLEM_ALICE,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ALICE,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_ALICE,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_ALICE
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_ALICE_LV_2,7,1,false,17109#100000|17901#100000,18901#100000,ITEM_EMBLEM_ALICE,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_ALICE_LV_3,11,1,true,17009#100000|17901#100000,18009#100000|18901#100000,ITEM_EMBLEM_ALICE,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ALICE,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_ALICE_LV_4,16,1,false,17109#100000|17901#100000,18901#100000,ITEM_EMBLEM_ALICE,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_ALICE,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_ALICE
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_ALICE_LV_5,21,1,true,17009#100000|17901#100000,18009#100000|18901#100000,ITEM_EMBLEM_ALICE,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ALICE,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_111,111,Hero,HERO_LOLI_RURI,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_LOLI_RURI_LV_1,3,1,true,17010#100000|17901#100000,18010#100000|18901#100000,ITEM_EMBLEM_LOLI_RURI,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_LOLI_RURI,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_LOLI_RURI,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_LOLI_RURI
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_LOLI_RURI_LV_2,7,1,false,17110#100000|17901#100000,18901#100000,ITEM_EMBLEM_LOLI_RURI,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_LOLI_RURI_LV_3,11,1,true,17010#100000|17901#100000,18010#100000|18901#100000,ITEM_EMBLEM_LOLI_RURI,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_LOLI_RURI,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_LOLI_RURI_LV_4,16,1,false,17110#100000|17901#100000,18901#100000,ITEM_EMBLEM_LOLI_RURI,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_LOLI_RURI,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_LOLI_RURI
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_LOLI_RURI_LV_5,21,1,true,17010#100000|17901#100000,18010#100000|18901#100000,ITEM_EMBLEM_LOLI_RURI,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_LOLI_RURI,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_119,119,Hero,HERO_DEVILING,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_DEVILING_LV_1,3,1,true,17014#100000|17901#100000,18014#100000|18901#100000,ITEM_EMBLEM_DEVILING,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_DEVILING,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_DEVILING,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_DEVILING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_DEVILING_LV_2,7,1,false,17114#100000|17901#100000,18901#100000,ITEM_EMBLEM_DEVILING,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_DEVILING_LV_3,11,1,true,17014#100000|17901#100000,18014#100000|18901#100000,ITEM_EMBLEM_DEVILING,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_DEVILING,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_DEVILING_LV_4,16,1,false,17114#100000|17901#100000,18901#100000,ITEM_EMBLEM_DEVILING,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_DEVILING,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_DEVILING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_DEVILING_LV_5,21,1,true,17014#100000|17901#100000,18014#100000|18901#100000,ITEM_EMBLEM_DEVILING,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_DEVILING,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_120,120,Hero,HERO_GOLDEN_BUG,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_GOLDEN_BUG_LV_1,3,1,true,17015#100000|17901#100000,18015#100000|18901#100000,ITEM_EMBLEM_GOLDEN_BUG,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_GOLDEN_BUG,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_GOLDEN_BUG,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_GOLDEN_BUG
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_GOLDEN_BUG_LV_2,7,1,false,17115#100000|17901#100000,18901#100000,ITEM_EMBLEM_GOLDEN_BUG,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_GOLDEN_BUG_LV_3,11,1,true,17015#100000|17901#100000,18015#100000|18901#100000,ITEM_EMBLEM_GOLDEN_BUG,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_GOLDEN_BUG,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_GOLDEN_BUG_LV_4,16,1,false,17115#100000|17901#100000,18901#100000,ITEM_EMBLEM_GOLDEN_BUG,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_GOLDEN_BUG,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_GOLDEN_BUG
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_GOLDEN_BUG_LV_5,21,1,true,17015#100000|17901#100000,18015#100000|18901#100000,ITEM_EMBLEM_GOLDEN_BUG,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_GOLDEN_BUG,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_121,121,Hero,HERO_ANGELING,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_ANGELING_LV_1,3,1,true,17016#100000|17901#100000,18016#100000|18901#100000,ITEM_EMBLEM_ANGELING,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ANGELING,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_ANGELING,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_ANGELING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_ANGELING_LV_2,7,1,false,17116#100000|17901#100000,18901#100000,ITEM_EMBLEM_ANGELING,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_ANGELING_LV_3,11,1,true,17016#100000|17901#100000,18016#100000|18901#100000,ITEM_EMBLEM_ANGELING,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ANGELING,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_ANGELING_LV_4,16,1,false,17116#100000|17901#100000,18901#100000,ITEM_EMBLEM_ANGELING,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_ANGELING,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_ANGELING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_ANGELING_LV_5,21,1,true,17016#100000|17901#100000,18016#100000|18901#100000,ITEM_EMBLEM_ANGELING,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ANGELING,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_152,152,Hero,HERO_DARK_ILLUSION,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_DARK_ILLUSION_LV_1,3,1,true,17019#100000|17901#100000,18019#100000|18901#100000,ITEM_EMBLEM_DARK_ILLUSION,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_DARK_ILLUSION,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_DARK_ILLUSION,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_DARK_ILLUSION
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_DARK_ILLUSION_LV_2,7,1,false,17119#100000|17901#100000,18901#100000,ITEM_EMBLEM_DARK_ILLUSION,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_DARK_ILLUSION_LV_3,11,1,true,17019#100000|17901#100000,18019#100000|18901#100000,ITEM_EMBLEM_DARK_ILLUSION,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_DARK_ILLUSION,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_DARK_ILLUSION_LV_4,16,1,false,17119#100000|17901#100000,18901#100000,ITEM_EMBLEM_DARK_ILLUSION,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_DARK_ILLUSION,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_DARK_ILLUSION
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_DARK_ILLUSION_LV_5,21,1,true,17019#100000|17901#100000,18019#100000|18901#100000,ITEM_EMBLEM_DARK_ILLUSION,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_DARK_ILLUSION,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_153,153,Hero,HERO_ATROCE,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_ATROCE_LV_1,3,1,true,17020#100000|17901#100000,18020#100000|18901#100000,ITEM_EMBLEM_ATROCE,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ATROCE,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_ATROCE,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_ATROCE
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_ATROCE_LV_2,7,1,false,17120#100000|17901#100000,18901#100000,ITEM_EMBLEM_ATROCE,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
