_ID,_VALUE,ExchangeItem:id[],ExchangeNum:int[]
ITEM_PACKAGE_BREAK_ARCHER_BLUE_2,14,ITEM_CORPS_BREAK_ARCHER_BLUE_6,5
,,ITEM_CORPS_BREAK_ARCHER_BLUE_7,5
,,ITEM_CORPS_BREAK_ARCHER_BLUE_8,5
,,ITEM_CORPS_BREAK_ARCHER_BLUE_9,5
ITEM_PACKAGE_BREAK_ARCHER_PURPLE,15,ITEM_CORPS_BREAK_ARCHER_PURPLE_1,5
,,ITEM_CORPS_BREAK_ARCHER_PURPLE_2,5
,,ITEM_CORPS_BREAK_ARCHER_PURPLE_3,5
,,ITEM_CORPS_BREAK_ARCHER_PURPLE_4,5
ITEM_PACKAGE_GROW_KNIGHT_WHITE,16,ITEM_CORPS_BREAK_KNIGHT_WHITE_1,10
,,ITEM_CORPS_BREAK_KNIGHT_WHITE_2,10
,,ITEM_CORPS_BREAK_KNIGHT_WHITE_3,10
,,ITEM_CORPS_BREAK_KNIGHT_WHITE_4,10
,,ITEM_HILL_STONE,10
ITEM_PACKAGE_GROW_KNIGHT_GREEN,17,ITEM_CORPS_BREAK_KNIGHT_GREEN_1,15
,,ITEM_CORPS_BREAK_KNIGHT_GREEN_2,15
,,ITEM_CORPS_BREAK_KNIGHT_GREEN_3,15
,,ITEM_CORPS_BREAK_KNIGHT_GREEN_4,15
,,ITEM_HILL_STONE,20
ITEM_PACKAGE_GROW_KNIGHT_BLUE,18,ITEM_CORPS_BREAK_KNIGHT_GREEN_1,20
,,ITEM_CORPS_BREAK_KNIGHT_GREEN_2,20
,,ITEM_CORPS_BREAK_KNIGHT_GREEN_3,20
,,ITEM_CORPS_BREAK_KNIGHT_GREEN_4,20
,,ITEM_HILL_STONE,40
ITEM_PACKAGE_ENERGY,19,ITEM_ENERGY,30
ITEM_PACKAGE_FIRST_RECHARGE_PACKAGE,20,ITEM_GOLD,128888
,,ITEM_BATTLE_SOUL,5000
ITEM_PACKAGE_DAILY_REWARD_BIG_PACKAGE,21,ITEM_CORPS_PACKAGE_BREAK_KNIGHT_WHITE,2
,,ITEM_CORPS_PACKAGE_BREAK_KNIGHT_GREEN,7
,,ITEM_CORPS_PACKAGE_BREAK_KNIGHT_BLUE,2
,,ITEM_CORPS_BREAK_KNIGHT_BLUE_5,10
,,ITEM_HILL_STONE,600
ITEM_PACKAGE_SEVEN_DAYS_REWARD_BIG_PACKAGE,22,ITEM_CORPS_BREAK_ARCHER_BLUE_10,10
,,ITEM_CORPS_BREAK_KNIGHT_BLUE_10,10
,,ITEM_CORPS_BREAK_INFANTRY_BLUE_10,10
ITEM_PACKAGE_SEVEN_DAYS_INFANTRY_BIG_PACKAGE,23,ITEM_CORPS_PACKAGE_BREAK_INFANTRY_WHITE,2
,,ITEM_CORPS_PACKAGE_BREAK_INFANTRY_GREEN,7
,,ITEM_CORPS_PACKAGE_BREAK_INFANTRY_BLUE,6
ITEM_PACKAGE_MONTH_BIG_PACKAGE,24,ITEM_CORPS_PACKAGE_GROW_KNIGHT_WHITE,1
,,ITEM_CORPS_PACKAGE_GROW_KNIGHT_GREEN,1
,,ITEM_CORPS_PACKAGE_GROW_KNIGHT_BLUE,1
ITEM_PACKAGE_BLUE_HALLOWS_SUPER_PACKAGE,25,ITEM_CORPS_BREAK_ARCHER_BLUE_10,15
,,ITEM_CORPS_BREAK_KNIGHT_BLUE_10,15
,,ITEM_CORPS_BREAK_INFANTRY_BLUE_10,15
ITEM_PACKAGE_OPTIONAL_EMBLEM_PACKAGE,26,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
,,ITEM_EMBLEM_ALICE,1
ITEM_PACKAGE_OPTIONAL_GREEN_CORPS_PACKAGE,27,ITEM_CORPS_PACKAGE_BREAK_KNIGHT_GREEN,1
,,ITEM_CORPS_PACKAGE_BREAK_INFANTRY_GREEN,1
,,ITEM_CORPS_PACKAGE_BREAK_ARCHER_GREEN,1
ITEM_PACKAGE_OPTIONAL_BLUE_HALLOWS_PACKAGE,28,ITEM_CORPS_BREAK_ARCHER_BLUE_5,5
,,ITEM_CORPS_BREAK_KNIGHT_BLUE_5,5
,,ITEM_CORPS_BREAK_INFANTRY_BLUE_5,5
ITEM_PACKAGE_OPTIONAL_BLUE_1_HALLOWS_PACKAGE,29,ITEM_CORPS_BREAK_ARCHER_BLUE_10,5
,,ITEM_CORPS_BREAK_KNIGHT_BLUE_10,5
,,ITEM_CORPS_BREAK_INFANTRY_BLUE_10,5
ITEM_PACKAGE_OPTIONAL_ORANGE_SPAR_PACKAGE,30,ITEM_SPAR_RED_ATK_4,1
,,ITEM_SPAR_RED_MGK_4,1
,,ITEM_SPAR_YELLOW_HP_4,1
,,ITEM_SPAR_BLUE_ARP_4,1
,,ITEM_SPAR_BLUE_MPEN_4,1
ITEM_PACKAGE_OPTIONAL_S_HERO_PACKAGE,31,ITEM_EMBLEM_DARK_ILLUSION,50
,,ITEM_EMBLEM_ATROCE,50
,,ITEM_EMBLEM_LEIB_OLMAI,50
,,ITEM_EMBLEM_GRYPHON,50
,,ITEM_EMBLEM_NIGHTMARE_TERROR,50
,,ITEM_EMBLEM_ORC_LORD,50
,,ITEM_EMBLEM_WANDER_MAN,50
,,ITEM_EMBLEM_ALICE,50
,,ITEM_EMBLEM_LOLI_RURI,50
,,ITEM_EMBLEM_OWL_BARON,50
,,ITEM_EMBLEM_DEVILING,50
,,ITEM_EMBLEM_MINI_DEMON,50
,,ITEM_EMBLEM_GOLDEN_BUG,50
,,ITEM_EMBLEM_DELETER,50
,,ITEM_EMBLEM_ANGELING,50
ITEM_PACKAGE_OPTIONAL_BASIC_RESOURCE_PACKAGE,32,ITEM_GOLD,200000
,,ITEM_BATTLE_SOUL,25000
,,ITEM_HERO_EVOLVE_STONE,500
ITEM_PACKAGE_OPTIONAL_SUPREME_PACKAGE,33,ITEM_GOLD,100000
,,ITEM_BATTLE_SOUL,12500
,,ITEM_HERO_EVOLVE_STONE,250
ITEM_PACKAGE_OPTIONAL_SS_HERO_BOX,34,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
ITEM_PACKAGE_OPTIONAL_BULE_CORPS_PACKAGE,35,ITEM_CORPS_PACKAGE_BREAK_KNIGHT_BLUE,1
,,ITEM_CORPS_PACKAGE_BREAK_INFANTRY_BLUE,1
,,ITEM_CORPS_PACKAGE_BREAK_ARCHER_BLUE,1
ITEM_PACKAGE_BREAK_KNIGHT_BLUEPLUS,36,ITEM_CORPS_BREAK_KNIGHT_BLUE_6,10
,,ITEM_CORPS_BREAK_KNIGHT_BLUE_7,10
,,ITEM_CORPS_BREAK_KNIGHT_BLUE_8,10
,,ITEM_CORPS_BREAK_KNIGHT_BLUE_9,10
ITEM_PACKAGE_BREAK_INFANTRY_BLUEPLUS,37,ITEM_CORPS_BREAK_INFANTRY_BLUE_6,10
,,ITEM_CORPS_BREAK_INFANTRY_BLUE_7,10
,,ITEM_CORPS_BREAK_INFANTRY_BLUE_8,10
,,ITEM_CORPS_BREAK_INFANTRY_BLUE_9,10
ITEM_PACKAGE_BREAK_ARCHER_BLUEPLUS,38,ITEM_CORPS_BREAK_ARCHER_BLUE_6,10
,,ITEM_CORPS_BREAK_ARCHER_BLUE_7,10
,,ITEM_CORPS_BREAK_ARCHER_BLUE_8,10
,,ITEM_CORPS_BREAK_ARCHER_BLUE_9,10
ITEM_PACKAGE_BLUEPLUS_ARCHER_HALLOWS,39,ITEM_CORPS_BREAK_ARCHER_BLUE_10,5
ITEM_PACKAGE_BLUEPLUS_KNIGHT_HALLOWS,40,ITEM_CORPS_BREAK_KNIGHT_BLUE_10,5
ITEM_PACKAGE_BLUEPLUS_INFANTRY_HALLOWS,41,ITEM_CORPS_BREAK_INFANTRY_BLUE_10,5
ITEM_PACKAGE_PUPLE_ARCHER_HALLOWS,42,ITEM_CORPS_BREAK_ARCHER_PURPLE_5,5
ITEM_PACKAGE_PUPLE_KNIGHT_HALLOWS,43,ITEM_CORPS_BREAK_KNIGHT_PURPLE_5,5
ITEM_PACKAGE_PUPLE_INFANTRY_HALLOWS,44,ITEM_CORPS_BREAK_INFANTRY_PURPLE_5,5
ITEM_PACKAGE_OPTIONAL_BULE_CORPS_JZ_PACKAGE,45,ITEM_CORPS_PACKAGE_ALL_ARCHER_BLUE_1,1
,,ITEM_CORPS_PACKAGE_ALL_KNIGHT_BLUE_1,1
,,ITEM_CORPS_PACKAGE_ALL_INFANTRY_BLUE_1,1
ITEM_PACKAGE_OPTIONAL_BULEPULS_CORPS_JZ_PACKAGE,46,ITEM_CORPS_PACKAGE_ALL_ARCHER_BLUE_2,1
,,ITEM_CORPS_PACKAGE_ALL_KNIGHT_BLUE_2,1
,,ITEM_CORPS_PACKAGE_ALL_INFANTRY_BLUE_2,1
ITEM_PACKAGE_OPTIONAL_PUPLE_CORPS_JZ_PACKAGE,47,ITEM_CORPS_PACKAGE_ALL_ARCHER_PURPLE,1
,,ITEM_CORPS_PACKAGE_ALL_KNIGHT_PURPLE,1
,,ITEM_CORPS_PACKAGE_ALL_INFANTRY_PURPLE,1
ITEM_PACKAGE_OPTIONAL_BULEPULS_CORPS_SQ_PACKAGE,48,ITEM_CORPS_PACKAGE_HALLOWS_ARCHER_BLUE_2,1
,,ITEM_CORPS_PACKAGE_HALLOWS_KNIGHT_BLUE_2,1
,,ITEM_CORPS_PACKAGE_HALLOWS_INFANTRY_BLUE_2,1
ITEM_PACKAGE_OPTIONAL_PUPLE_CORPS_SQ_PACKAGE,49,ITEM_CORPS_PACKAGE_HALLOWS_ARCHER_PURPLE,1
,,ITEM_CORPS_PACKAGE_HALLOWS_KNIGHT_PURPLE,1
,,ITEM_CORPS_PACKAGE_HALLOWS_INFANTRY_PURPLE,1
ITEM_PACKAGE_OPTIONAL_SS_HERO_BIG_BOX,50,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_1,51,ITEM_NEW_EQUIPMENT_1,1
,,ITEM_NEW_EQUIPMENT_2,1
,,ITEM_NEW_EQUIPMENT_3,1
,,ITEM_NEW_EQUIPMENT_4,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_2,52,ITEM_NEW_EQUIPMENT_5,1
,,ITEM_NEW_EQUIPMENT_6,1
,,ITEM_NEW_EQUIPMENT_7,1
,,ITEM_NEW_EQUIPMENT_8,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_3,53,ITEM_NEW_EQUIPMENT_9,1
,,ITEM_NEW_EQUIPMENT_10,1
,,ITEM_NEW_EQUIPMENT_11,1
,,ITEM_NEW_EQUIPMENT_12,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_4,54,ITEM_NEW_EQUIPMENT_13,1
,,ITEM_NEW_EQUIPMENT_14,1
,,ITEM_NEW_EQUIPMENT_15,1
,,ITEM_NEW_EQUIPMENT_16,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_5,55,ITEM_NEW_EQUIPMENT_17,1
,,ITEM_NEW_EQUIPMENT_18,1
,,ITEM_NEW_EQUIPMENT_19,1
,,ITEM_NEW_EQUIPMENT_20,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_6,56,ITEM_NEW_EQUIPMENT_21,1
,,ITEM_NEW_EQUIPMENT_22,1
,,ITEM_NEW_EQUIPMENT_23,1
,,ITEM_NEW_EQUIPMENT_24,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_7,57,ITEM_NEW_EQUIPMENT_25,1
,,ITEM_NEW_EQUIPMENT_26,1
,,ITEM_NEW_EQUIPMENT_27,1
,,ITEM_NEW_EQUIPMENT_28,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_8,58,ITEM_NEW_EQUIPMENT_29,1
,,ITEM_NEW_EQUIPMENT_30,1
,,ITEM_NEW_EQUIPMENT_31,1
,,ITEM_NEW_EQUIPMENT_32,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_9,59,ITEM_NEW_EQUIPMENT_33,1
,,ITEM_NEW_EQUIPMENT_34,1
,,ITEM_NEW_EQUIPMENT_35,1
,,ITEM_NEW_EQUIPMENT_36,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_10,60,ITEM_NEW_EQUIPMENT_37,1
,,ITEM_NEW_EQUIPMENT_38,1
,,ITEM_NEW_EQUIPMENT_39,1
,,ITEM_NEW_EQUIPMENT_40,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_11,61,ITEM_NEW_EQUIPMENT_41,1
,,ITEM_NEW_EQUIPMENT_42,1
,,ITEM_NEW_EQUIPMENT_43,1
,,ITEM_NEW_EQUIPMENT_44,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_12,62,ITEM_NEW_EQUIPMENT_45,1
,,ITEM_NEW_EQUIPMENT_46,1
,,ITEM_NEW_EQUIPMENT_47,1
,,ITEM_NEW_EQUIPMENT_48,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_13,63,ITEM_NEW_EQUIPMENT_49,1
,,ITEM_NEW_EQUIPMENT_50,1
,,ITEM_NEW_EQUIPMENT_51,1
,,ITEM_NEW_EQUIPMENT_52,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_14,64,ITEM_NEW_EQUIPMENT_53,1
,,ITEM_NEW_EQUIPMENT_54,1
,,ITEM_NEW_EQUIPMENT_55,1
,,ITEM_NEW_EQUIPMENT_56,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_15,65,ITEM_NEW_EQUIPMENT_57,1
,,ITEM_NEW_EQUIPMENT_58,1
,,ITEM_NEW_EQUIPMENT_59,1
,,ITEM_NEW_EQUIPMENT_60,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_16,66,ITEM_NEW_EQUIPMENT_61,1
,,ITEM_NEW_EQUIPMENT_62,1
,,ITEM_NEW_EQUIPMENT_63,1
,,ITEM_NEW_EQUIPMENT_64,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_17,67,ITEM_NEW_EQUIPMENT_65,1
,,ITEM_NEW_EQUIPMENT_66,1
,,ITEM_NEW_EQUIPMENT_67,1
,,ITEM_NEW_EQUIPMENT_68,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_18,68,ITEM_NEW_EQUIPMENT_69,1
,,ITEM_NEW_EQUIPMENT_70,1
,,ITEM_NEW_EQUIPMENT_71,1
,,ITEM_NEW_EQUIPMENT_72,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_19,69,ITEM_NEW_EQUIPMENT_73,1
,,ITEM_NEW_EQUIPMENT_74,1
,,ITEM_NEW_EQUIPMENT_75,1
,,ITEM_NEW_EQUIPMENT_76,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_20,70,ITEM_NEW_EQUIPMENT_77,1
,,ITEM_NEW_EQUIPMENT_78,1
,,ITEM_NEW_EQUIPMENT_79,1
,,ITEM_NEW_EQUIPMENT_80,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_21,71,ITEM_NEW_EQUIPMENT_81,1
,,ITEM_NEW_EQUIPMENT_82,1
,,ITEM_NEW_EQUIPMENT_83,1
,,ITEM_NEW_EQUIPMENT_84,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_22,72,ITEM_NEW_EQUIPMENT_85,1
,,ITEM_NEW_EQUIPMENT_86,1
,,ITEM_NEW_EQUIPMENT_87,1
,,ITEM_NEW_EQUIPMENT_88,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_23,73,ITEM_NEW_EQUIPMENT_89,1
,,ITEM_NEW_EQUIPMENT_90,1
,,ITEM_NEW_EQUIPMENT_91,1
,,ITEM_NEW_EQUIPMENT_92,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_24,74,ITEM_NEW_EQUIPMENT_93,1
,,ITEM_NEW_EQUIPMENT_94,1
,,ITEM_NEW_EQUIPMENT_95,1
,,ITEM_NEW_EQUIPMENT_96,1
ITEM_PACKAGE_NEW_EQUIPMENT_MONTH_PACKAGE,75,ITEM_NEW_EQUIPMENT_21,1
,,ITEM_NEW_EQUIPMENT_22,1
,,ITEM_NEW_EQUIPMENT_24,1
ITEM_PACKAGE_OPTIONAL_SS_HERO_BIG_BOX_25_QUALIFICATION,76,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
ITEM_PACKAGE_OPTIONAL_SS_HERO_BIG_BOX_22_QUALIFICATION,77,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
,,ITEM_EMBLEM_ALICE,30
ITEM_PACKAGE_OPTIONAL_EQUIP_PACKAGE,78,ITEM_NEW_EQUIPMENT_1,1
,,ITEM_NEW_EQUIPMENT_2,1
,,ITEM_NEW_EQUIPMENT_3,1
,,ITEM_NEW_EQUIPMENT_4,1
,,ITEM_NEW_EQUIPMENT_5,1
,,ITEM_NEW_EQUIPMENT_6,1
,,ITEM_NEW_EQUIPMENT_7,1
,,ITEM_NEW_EQUIPMENT_8,1
,,ITEM_NEW_EQUIPMENT_9,1
,,ITEM_NEW_EQUIPMENT_10,1
,,ITEM_NEW_EQUIPMENT_11,1
,,ITEM_NEW_EQUIPMENT_12,1
,,ITEM_NEW_EQUIPMENT_13,1
,,ITEM_NEW_EQUIPMENT_14,1
,,ITEM_NEW_EQUIPMENT_15,1
,,ITEM_NEW_EQUIPMENT_16,1
,,ITEM_NEW_EQUIPMENT_17,1
,,ITEM_NEW_EQUIPMENT_18,1
,,ITEM_NEW_EQUIPMENT_19,1
,,ITEM_NEW_EQUIPMENT_20,1
,,ITEM_NEW_EQUIPMENT_21,1
,,ITEM_NEW_EQUIPMENT_22,1
,,ITEM_NEW_EQUIPMENT_23,1
,,ITEM_NEW_EQUIPMENT_24,1
,,ITEM_NEW_EQUIPMENT_25,1
,,ITEM_NEW_EQUIPMENT_26,1
,,ITEM_NEW_EQUIPMENT_27,1
,,ITEM_NEW_EQUIPMENT_28,1
,,ITEM_NEW_EQUIPMENT_29,1
,,ITEM_NEW_EQUIPMENT_30,1
,,ITEM_NEW_EQUIPMENT_31,1
,,ITEM_NEW_EQUIPMENT_32,1
,,ITEM_NEW_EQUIPMENT_33,1
,,ITEM_NEW_EQUIPMENT_34,1
,,ITEM_NEW_EQUIPMENT_35,1
,,ITEM_NEW_EQUIPMENT_36,1
,,ITEM_NEW_EQUIPMENT_37,1
,,ITEM_NEW_EQUIPMENT_38,1
,,ITEM_NEW_EQUIPMENT_39,1
,,ITEM_NEW_EQUIPMENT_40,1
,,ITEM_NEW_EQUIPMENT_41,1
,,ITEM_NEW_EQUIPMENT_42,1
,,ITEM_NEW_EQUIPMENT_43,1
,,ITEM_NEW_EQUIPMENT_44,1
,,ITEM_NEW_EQUIPMENT_45,1
,,ITEM_NEW_EQUIPMENT_46,1
,,ITEM_NEW_EQUIPMENT_47,1
,,ITEM_NEW_EQUIPMENT_48,1
,,ITEM_NEW_EQUIPMENT_49,1
,,ITEM_NEW_EQUIPMENT_50,1
,,ITEM_NEW_EQUIPMENT_51,1
,,ITEM_NEW_EQUIPMENT_52,1
,,ITEM_NEW_EQUIPMENT_53,1
,,ITEM_NEW_EQUIPMENT_54,1
,,ITEM_NEW_EQUIPMENT_55,1
,,ITEM_NEW_EQUIPMENT_56,1
,,ITEM_NEW_EQUIPMENT_57,1
,,ITEM_NEW_EQUIPMENT_58,1
,,ITEM_NEW_EQUIPMENT_59,1
,,ITEM_NEW_EQUIPMENT_60,1
,,ITEM_NEW_EQUIPMENT_61,1
,,ITEM_NEW_EQUIPMENT_62,1
,,ITEM_NEW_EQUIPMENT_63,1
,,ITEM_NEW_EQUIPMENT_64,1
,,ITEM_NEW_EQUIPMENT_65,1
,,ITEM_NEW_EQUIPMENT_66,1
,,ITEM_NEW_EQUIPMENT_67,1
,,ITEM_NEW_EQUIPMENT_68,1
,,ITEM_NEW_EQUIPMENT_69,1
,,ITEM_NEW_EQUIPMENT_70,1
,,ITEM_NEW_EQUIPMENT_71,1
,,ITEM_NEW_EQUIPMENT_72,1
,,ITEM_NEW_EQUIPMENT_73,1
,,ITEM_NEW_EQUIPMENT_74,1
,,ITEM_NEW_EQUIPMENT_75,1
,,ITEM_NEW_EQUIPMENT_76,1
,,ITEM_NEW_EQUIPMENT_77,1
,,ITEM_NEW_EQUIPMENT_78,1
,,ITEM_NEW_EQUIPMENT_79,1
,,ITEM_NEW_EQUIPMENT_80,1
,,ITEM_NEW_EQUIPMENT_81,1
,,ITEM_NEW_EQUIPMENT_82,1
,,ITEM_NEW_EQUIPMENT_83,1
,,ITEM_NEW_EQUIPMENT_84,1
,,ITEM_NEW_EQUIPMENT_85,1
,,ITEM_NEW_EQUIPMENT_86,1
,,ITEM_NEW_EQUIPMENT_87,1
,,ITEM_NEW_EQUIPMENT_88,1
,,ITEM_NEW_EQUIPMENT_89,1
,,ITEM_NEW_EQUIPMENT_90,1
,,ITEM_NEW_EQUIPMENT_91,1
,,ITEM_NEW_EQUIPMENT_92,1
,,ITEM_NEW_EQUIPMENT_93,1
,,ITEM_NEW_EQUIPMENT_94,1
,,ITEM_NEW_EQUIPMENT_95,1
,,ITEM_NEW_EQUIPMENT_96,1
ITEM_PACKAGE_OPTIONAL_SPAR_PACKAGE,79,ITEM_SPAR_RED_ATK_1,1
,,ITEM_SPAR_RED_ATK_2,1
,,ITEM_SPAR_RED_ATK_3,1
,,ITEM_SPAR_RED_ATK_4,1
,,ITEM_SPAR_RED_MGK_1,1
,,ITEM_SPAR_RED_MGK_2,1
,,ITEM_SPAR_RED_MGK_3,1
,,ITEM_SPAR_RED_MGK_4,1
,,ITEM_SPAR_RED_CRT_1,1
,,ITEM_SPAR_RED_CRT_2,1
,,ITEM_SPAR_RED_CRT_3,1
,,ITEM_SPAR_RED_CRT_4,1
,,ITEM_SPAR_YELLOW_HP_1,1
,,ITEM_SPAR_YELLOW_HP_2,1
,,ITEM_SPAR_YELLOW_HP_3,1
