_ID,_VALUE,BossSelect:int,Xpos:int,Ypos:int,NormalBattleDrop:int[],KillBossDrop:int[],MapLevelId:id,EnemyModel:id,BossLv:int,RecommendCP:int,ShowItem:id[],ShowItemCount:int[],SkillName1:id,SkillDes1:id,SkillName2:id,SkillDes2:id,SkillName3:id,SkillDes3:id,SkillName4:id,SkillDes4:id,SkillName5:id,SkillDes5:id
,,,,,,14102,,,,,ITEM_BATTLE_SOUL,494000,,,,,,,,,,
,,,,,,14103,,,,,ITEM_HERO_EVOLVE_STONE,2470,,,,,,,,,,
WORLD_BOSS_MAP_10102,8,2,50,-250,14002,14201,LEVEL_WORLD_BOSS_2,HERO_BOSS_BAPHOMET,120,500000,ITEM_GOLD,5200000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_5
,,,,,,14202,,,,,ITEM_BATTLE_SOUL,520000,,,,,,,,,,
,,,,,,14203,,,,,ITEM_HERO_EVOLVE_STONE,2600,,,,,,,,,,
WORLD_BOSS_MAP_10103,9,2,50,-250,14003,14301,LEVEL_WORLD_BOSS_3,HERO_BOSS_BAPHOMET,160,1250000,ITEM_GOLD,5720000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_5
,,,,,,14302,,,,,ITEM_BATTLE_SOUL,546000,,,,,,,,,,
,,,,,,14303,,,,,ITEM_HERO_EVOLVE_STONE,2730,,,,,,,,,,
WORLD_BOSS_MAP_10104,10,2,50,-250,14004,14401,LEVEL_WORLD_BOSS_4,HERO_BOSS_BAPHOMET,200,3300000,ITEM_GOLD,6240000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_5
,,,,,,14402,,,,,ITEM_BATTLE_SOUL,572000,,,,,,,,,,
,,,,,,14403,,,,,ITEM_HERO_EVOLVE_STONE,2860,,,,,,,,,,
WORLD_BOSS_MAP_10105,11,2,50,-250,14005,14501,LEVEL_WORLD_BOSS_5,HERO_BOSS_BAPHOMET,250,4500000,ITEM_GOLD,6760000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_5
,,,,,,14502,,,,,ITEM_BATTLE_SOUL,598000,,,,,,,,,,
,,,,,,14503,,,,,ITEM_HERO_EVOLVE_STONE,2990,,,,,,,,,,
WORLD_BOSS_MAP_10106,12,2,50,-250,14006,14601,LEVEL_WORLD_BOSS_6,HERO_BOSS_BAPHOMET,300,6000000,ITEM_GOLD,8320000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL_DES_5
,,,,,,14602,,,,,ITEM_BATTLE_SOUL,676000,,,,,,,,,,
,,,,,,14603,,,,,ITEM_HERO_EVOLVE_STONE,3380,,,,,,,,,,
WORLD_BOSS_MAP_10201,13,3,0,200,14001,14101,LEVEL_WORLD_BOSS_11,HERO_BOSS_DRACULA_BARON,60,95000,ITEM_GOLD,4680000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_5
,,,,,,14102,,,,,ITEM_BATTLE_SOUL,494000,,,,,,,,,,
,,,,,,14103,,,,,ITEM_HERO_EVOLVE_STONE,2470,,,,,,,,,,
WORLD_BOSS_MAP_10202,14,3,0,200,14002,14201,LEVEL_WORLD_BOSS_12,HERO_BOSS_DRACULA_BARON,120,500000,ITEM_GOLD,5200000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_5
,,,,,,14202,,,,,ITEM_BATTLE_SOUL,520000,,,,,,,,,,
,,,,,,14203,,,,,ITEM_HERO_EVOLVE_STONE,2600,,,,,,,,,,
WORLD_BOSS_MAP_10203,15,3,0,200,14003,14301,LEVEL_WORLD_BOSS_13,HERO_BOSS_DRACULA_BARON,160,1250000,ITEM_GOLD,5720000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_5
,,,,,,14302,,,,,ITEM_BATTLE_SOUL,546000,,,,,,,,,,
,,,,,,14303,,,,,ITEM_HERO_EVOLVE_STONE,2730,,,,,,,,,,
WORLD_BOSS_MAP_10204,16,3,0,200,14004,14401,LEVEL_WORLD_BOSS_14,HERO_BOSS_DRACULA_BARON,200,3300000,ITEM_GOLD,6240000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_5
,,,,,,14402,,,,,ITEM_BATTLE_SOUL,572000,,,,,,,,,,
,,,,,,14403,,,,,ITEM_HERO_EVOLVE_STONE,2860,,,,,,,,,,
WORLD_BOSS_MAP_10205,17,3,0,200,14005,14501,LEVEL_WORLD_BOSS_15,HERO_BOSS_DRACULA_BARON,250,4500000,ITEM_GOLD,6760000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_5
,,,,,,14502,,,,,ITEM_BATTLE_SOUL,598000,,,,,,,,,,
,,,,,,14503,,,,,ITEM_HERO_EVOLVE_STONE,2990,,,,,,,,,,
WORLD_BOSS_MAP_10206,18,3,0,200,14006,14601,LEVEL_WORLD_BOSS_16,HERO_BOSS_DRACULA_BARON,300,6000000,ITEM_GOLD,8320000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL2_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_DES_5
,,,,,,14602,,,,,ITEM_BATTLE_SOUL,676000,,,,,,,,,,
,,,,,,14603,,,,,ITEM_HERO_EVOLVE_STONE,3380,,,,,,,,,,
WORLD_BOSS_MAP_10301,19,4,-20,-900,14001,14101,LEVEL_WORLD_BOSS_21,HERO_BOSS_LORD_OF_DEATH,60,95000,ITEM_GOLD,4680000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_5
,,,,,,14102,,,,,ITEM_BATTLE_SOUL,494000,,,,,,,,,,
,,,,,,14103,,,,,ITEM_HERO_EVOLVE_STONE,2470,,,,,,,,,,
WORLD_BOSS_MAP_10302,20,4,-20,-900,14002,14201,LEVEL_WORLD_BOSS_22,HERO_BOSS_LORD_OF_DEATH,120,500000,ITEM_GOLD,5200000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_5
,,,,,,14202,,,,,ITEM_BATTLE_SOUL,520000,,,,,,,,,,
,,,,,,14203,,,,,ITEM_HERO_EVOLVE_STONE,2600,,,,,,,,,,
WORLD_BOSS_MAP_10303,21,4,-20,-900,14003,14301,LEVEL_WORLD_BOSS_23,HERO_BOSS_LORD_OF_DEATH,160,1250000,ITEM_GOLD,5720000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_5
,,,,,,14302,,,,,ITEM_BATTLE_SOUL,546000,,,,,,,,,,
,,,,,,14303,,,,,ITEM_HERO_EVOLVE_STONE,2730,,,,,,,,,,
WORLD_BOSS_MAP_10304,22,4,-20,-900,14004,14401,LEVEL_WORLD_BOSS_24,HERO_BOSS_LORD_OF_DEATH,200,3300000,ITEM_GOLD,6240000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_5
,,,,,,14402,,,,,ITEM_BATTLE_SOUL,572000,,,,,,,,,,
,,,,,,14403,,,,,ITEM_HERO_EVOLVE_STONE,2860,,,,,,,,,,
WORLD_BOSS_MAP_10305,23,4,-20,-900,14005,14501,LEVEL_WORLD_BOSS_25,HERO_BOSS_LORD_OF_DEATH,250,4500000,ITEM_GOLD,6760000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_5
,,,,,,14502,,,,,ITEM_BATTLE_SOUL,598000,,,,,,,,,,
,,,,,,14503,,,,,ITEM_HERO_EVOLVE_STONE,2990,,,,,,,,,,
WORLD_BOSS_MAP_10306,24,4,-20,-900,14006,14601,LEVEL_WORLD_BOSS_26,HERO_BOSS_LORD_OF_DEATH,300,6000000,ITEM_GOLD,8320000,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_1,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_2,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_3,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_4,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL3_NAME_5,LOC_PAN_WORLD_BOSS_CHARACTER_SKILL4_DES_5
,,,,,,14602,,,,,ITEM_BATTLE_SOUL,676000,,,,,,,,,,
,,,,,,14603,,,,,ITEM_HERO_EVOLVE_STONE,3380,,,,,,,,,,
