_ID,_VALUE,Category:string,GranuleNum:int,Percent:int,RequireGranuleNum:id,RefineItem:id,UnloadingCost:id,Level:int,StrengGrowth:id,RefineGrowth:id,Des1:loc,Attribute1_Type:string,AttributeIcon1:string,Attribute1_Num:obsint,Des2:id,Attribute2_Type:string,AttributeIcon2:string,Attribute2_Num:obsint
SPAR_YELLOW_HP_4,16,Yellow,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_YELLOW_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_HP,HP,SPAR_HP,1620,,,,
SPAR_YELLOW_ARM_1,17,Yellow,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,8,,,,
SPAR_YELLOW_ARM_2,18,Yellow,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,12,,,,
SPAR_YELLOW_ARM_3,19,Yellow,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,18,,,,
SPAR_YELLOW_ARM_4,20,Yellow,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_YELLOW_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,25,,,,
SPAR_YELLOW_SPR_1,21,Yellow,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,8,,,,
SPAR_YELLOW_SPR_2,22,Yellow,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,12,,,,
SPAR_YELLOW_SPR_3,23,Yellow,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,18,,,,
SPAR_YELLOW_SPR_4,24,Yellow,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_YELLOW_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,25,,,,
SPAR_BLUE_CRTH_1,25,Blue,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,51,,,,
SPAR_BLUE_CRTH_2,26,Blue,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,73,,,,
SPAR_BLUE_CRTH_3,27,Blue,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,110,,,,
SPAR_BLUE_CRTH_4,28,Blue,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_BLUE_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,147,,,,
SPAR_BLUE_ARP_1,29,Blue,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,5,,,,
SPAR_BLUE_ARP_2,30,Blue,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,8,,,,
SPAR_BLUE_ARP_3,31,Blue,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,12,,,,
SPAR_BLUE_ARP_4,32,Blue,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_BLUE_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,16,,,,
SPAR_BLUE_MPEN_1,33,Blue,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,5,,,,
SPAR_BLUE_MPEN_2,34,Blue,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,8,,,,
SPAR_BLUE_MPEN_3,35,Blue,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,12,,,,
SPAR_BLUE_MPEN_4,36,Blue,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_BLUE_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,16,,,,
SPAR_GREEN_HP_CRTH_1,37,Blue,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_HP,HP,SPAR_HP,283,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,25
SPAR_GREEN_HP_CRTH_2,38,Blue,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_HP,HP,SPAR_HP,405,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,36
SPAR_GREEN_HP_CRTH_3,39,Blue,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_HP,HP,SPAR_HP,607,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,55
SPAR_GREEN_HP_CRTH_4,40,Blue,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_BLUE_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_HP,HP,SPAR_HP,810,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,73
SPAR_GREEN_ARM_MPEN_1,41,Blue,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,4,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,2
SPAR_GREEN_ARM_MPEN_2,42,Blue,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,6,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,4
SPAR_GREEN_ARM_MPEN_3,43,Blue,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,9,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,6
SPAR_GREEN_ARM_MPEN_4,44,Blue,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_BLUE_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,12,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,8
SPAR_GREEN_SPR_ARP_1,45,Blue,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,4,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,2
SPAR_GREEN_SPR_ARP_2,46,Blue,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,6,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,4
SPAR_GREEN_SPR_ARP_3,47,Blue,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,9,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,6
SPAR_GREEN_SPR_ARP_4,48,Blue,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_BLUE_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,12,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,8
SPAR_PURPLE_ATK_ARP_1,49,Yellow,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ATK,Damage,SPAR_ATK,24,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,2
SPAR_PURPLE_ATK_ARP_2,50,Yellow,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ATK,Damage,SPAR_ATK,35,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,4
SPAR_PURPLE_ATK_ARP_3,51,Yellow,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ATK,Damage,SPAR_ATK,52,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,6
SPAR_PURPLE_ATK_ARP_4,52,Yellow,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_YELLOW_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ATK,Damage,SPAR_ATK,70,LOC_SPAR_DES_ARP,ArmorPenetration,SPAR_MPEN,8
SPAR_PURPLE_MGK_MPEN_1,53,Yellow,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MGK,Magic,SPAR_MGK,24,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,2
SPAR_PURPLE_MGK_MPEN_2,54,Yellow,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MGK,Magic,SPAR_MGK,35,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,4
SPAR_PURPLE_MGK_MPEN_3,55,Yellow,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MGK,Magic,SPAR_MGK,52,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,6
SPAR_PURPLE_MGK_MPEN_4,56,Yellow,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_YELLOW_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MGK,Magic,SPAR_MGK,70,LOC_SPAR_DES_MPEN,MagicPenetration,SPAR_ARP,8
SPAR_PURPLE_CRT_CRTH_1,57,Yellow,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_CRT,CriticalHit,SPAR_CRT,11,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,25
SPAR_PURPLE_CRT_CRTH_2,58,Yellow,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_CRT,CriticalHit,SPAR_CRT,16,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,36
SPAR_PURPLE_CRT_CRTH_3,59,Yellow,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_CRT,CriticalHit,SPAR_CRT,24,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,55
SPAR_PURPLE_CRT_CRTH_4,60,Yellow,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_YELLOW_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_CRT,CriticalHit,SPAR_CRT,33,LOC_SPAR_DES_CRTH,CriticalDamage,SPAR_CRTH,73
SPAR_ORANGE_ATK_SPR_1,61,Red,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ATK,Damage,SPAR_ATK,24,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,4
SPAR_ORANGE_ATK_SPR_2,62,Red,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ATK,Damage,SPAR_ATK,35,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,6
SPAR_ORANGE_ATK_SPR_3,63,Red,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ATK,Damage,SPAR_ATK,52,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,9
SPAR_ORANGE_ATK_SPR_4,64,Red,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_RED_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_ATK,Damage,SPAR_ATK,70,LOC_SPAR_DES_SPR,MagicDef,SPAR_SPR,12
SPAR_ORANGE_MGK_ARM_1,65,Red,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MGK,Magic,SPAR_MGK,24,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,4
SPAR_ORANGE_MGK_ARM_2,66,Red,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MGK,Magic,SPAR_MGK,35,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,6
SPAR_ORANGE_MGK_ARM_3,67,Red,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MGK,Magic,SPAR_MGK,52,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,9
SPAR_ORANGE_MGK_ARM_4,68,Red,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_RED_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_MGK,Magic,SPAR_MGK,70,LOC_SPAR_DES_ARM,Armor,SPAR_ARM,12
SPAR_ORANGE_CRT_HP_1,69,Red,100,100,SPAR_UPGRADE_GREEN,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_HP,HP,SPAR_HP,283,LOC_SPAR_DES_CRT,CriticalHit,SPAR_CRT,11
SPAR_ORANGE_CRT_HP_2,70,Red,250,100,SPAR_UPGRADE_BLUE,None,None,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_HP,HP,SPAR_HP,405,LOC_SPAR_DES_CRT,CriticalHit,SPAR_CRT,16
SPAR_ORANGE_CRT_HP_3,71,Red,500,100,SPAR_UPGRADE_PURPLE,None,SPAR_UNLOADING_PURPLE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_HP,HP,SPAR_HP,607,LOC_SPAR_DES_CRT,CriticalHit,SPAR_CRT,24
SPAR_ORANGE_CRT_HP_4,72,Red,2500,100,SPAR_UPGRADE_ORANGE,SPAR_REFINE_RED_6,SPAR_UNLOADING_ORANGE,1,SPAR_STRENG_GROWTH_1,SPAR_REFINE_GROWTH_1,LOC_SPAR_DES_HP,HP,SPAR_HP,810,LOC_SPAR_DES_CRT,CriticalHit,SPAR_CRT,33
SPAR_COLOR_1,73,Color,30,100,,,,,,,LOC_SPAR_DES_SPAR_COLOR_1,,,,,,,
SPAR_COLOR_2,74,Color,50,100,,,,,,,LOC_SPAR_DES_SPAR_COLOR_2,,,,,,,
SPAR_COLOR_3,75,Color,800,100,,,,,,,LOC_SPAR_DES_SPAR_COLOR_3,,,,,,,
SPAR_COLOR_4,76,Color,6000,100,,,,,,,LOC_SPAR_DES_SPAR_COLOR_4,,,,,,,
