_ID,_VALUE,#GroupName:string,ItemID:id[],#ItemName:string[],ItemDropWeight:int[],ItemNum:int[],Currency:id[],Price:int[],ApperarType:id[]
,,,ITEM_HERO_REFRESH_ORDER,刷新石,1,5,ITEM_CRYSTAL,100,
DROP_SHOP_TRAVEL_1,2001,旅行商店格子1,ITEM_EMBLEM_ALICE,恩派尔骑士徽章,1,2,ITEM_CRYSTAL,240,
DROP_SHOP_TRAVEL_2,2002,旅行商店格子2\3\4的1-29,ITEM_BATTLE_SOUL_PACKAGE_4,特大战魂包,1,3,ITEM_CRYSTAL,280,
,,,ITEM_GOLD,金币特大,1,2500000,ITEM_CRYSTAL,450,
,,,ITEM_SENIOR_RUSH_TICKET,高级扫荡券,1,1,ITEM_CRYSTAL,15,
,,,ITEM_HERO_SHOP_COIN,灵晶,1,1000,ITEM_CRYSTAL,880,
,,,ITEM_GRANILE,晶石颗粒,1,400,ITEM_CRYSTAL,125,
,,,ITEM_HERO_REFRESH_ORDER,刷新石,1,5,ITEM_CRYSTAL,100,
DROP_SHOP_TRAVEL_3,2003,旅行商店格子2\3\4的30-39,ITEM_BATTLE_SOUL_PACKAGE_4,特大战魂包,1,3,ITEM_CRYSTAL,280,
,,,ITEM_GOLD,金币特大,1,2500000,ITEM_CRYSTAL,450,
,,,ITEM_SENIOR_RUSH_TICKET,高级扫荡券,1,1,ITEM_CRYSTAL,15,
,,,ITEM_HERO_SHOP_COIN,灵晶,1,1000,ITEM_CRYSTAL,880,
,,,ITEM_GRANILE,晶石颗粒,1,400,ITEM_CRYSTAL,125,
,,,ITEM_HILL_STONE,希尔原石,1,900,ITEM_CRYSTAL,120,
,,,ITEM_HILL_STONE,希尔原石,1,1800,ITEM_CRYSTAL,240,
,,,ITEM_HERO_REFRESH_ORDER,刷新石,1,5,ITEM_CRYSTAL,100,
DROP_SHOP_TRAVEL_4,2004,旅行商店格子2\3\4的40-49,ITEM_BATTLE_SOUL_PACKAGE_4,特大战魂包,1,3,ITEM_CRYSTAL,280,
,,,ITEM_GOLD,金币特大,1,2500000,ITEM_CRYSTAL,450,
,,,ITEM_SENIOR_RUSH_TICKET,高级扫荡券,1,1,ITEM_CRYSTAL,15,
,,,ITEM_HERO_SHOP_COIN,灵晶,1,1000,ITEM_CRYSTAL,880,
,,,ITEM_GRANILE,晶石颗粒,1,400,ITEM_CRYSTAL,125,
,,,ITEM_HILL_STONE,希尔原石,1,1200,ITEM_CRYSTAL,150,
,,,ITEM_HILL_STONE,希尔原石,1,2400,ITEM_CRYSTAL,300,
,,,ITEM_HERO_REFRESH_ORDER,刷新石,1,5,ITEM_CRYSTAL,100,
DROP_SHOP_TRAVEL_5,2005,旅行商店格子2\3\4的50-59,ITEM_BATTLE_SOUL_PACKAGE_4,特大战魂包,1,3,ITEM_CRYSTAL,280,
,,,ITEM_GOLD,金币特大,1,2500000,ITEM_CRYSTAL,450,
,,,ITEM_SENIOR_RUSH_TICKET,高级扫荡券,1,1,ITEM_CRYSTAL,15,
,,,ITEM_HERO_SHOP_COIN,灵晶,1,1000,ITEM_CRYSTAL,880,
,,,ITEM_GRANILE,晶石颗粒,1,400,ITEM_CRYSTAL,125,
,,,ITEM_HILL_STONE,希尔原石,1,1800,ITEM_CRYSTAL,150,
,,,ITEM_HILL_STONE,希尔原石,1,3600,ITEM_CRYSTAL,300,
,,,ITEM_HERO_REFRESH_ORDER,刷新石,1,5,ITEM_CRYSTAL,100,
DROP_SHOP_TRAVEL_6,2006,旅行商店格子2\3\4的60-69,ITEM_BATTLE_SOUL_PACKAGE_4,特大战魂包,1,3,ITEM_CRYSTAL,280,
,,,ITEM_GOLD,金币特大,1,2500000,ITEM_CRYSTAL,450,
,,,ITEM_SENIOR_RUSH_TICKET,高级扫荡券,1,1,ITEM_CRYSTAL,15,
,,,ITEM_HERO_SHOP_COIN,灵晶,1,1000,ITEM_CRYSTAL,880,
,,,ITEM_GRANILE,晶石颗粒,1,400,ITEM_CRYSTAL,125,
,,,ITEM_HILL_STONE,希尔原石,1,2700,ITEM_CRYSTAL,150,
,,,ITEM_HILL_STONE,希尔原石,1,5400,ITEM_CRYSTAL,300,
,,,ITEM_HERO_REFRESH_ORDER,刷新石,1,5,ITEM_CRYSTAL,100,
DROP_SHOP_TRAVEL_7,2007,旅行商店格子2\3\4的70-80,ITEM_BATTLE_SOUL_PACKAGE_4,特大战魂包,1,3,ITEM_CRYSTAL,280,
,,,ITEM_GOLD,金币特大,1,2500000,ITEM_CRYSTAL,450,
,,,ITEM_SENIOR_RUSH_TICKET,高级扫荡券,1,1,ITEM_CRYSTAL,15,
,,,ITEM_HERO_SHOP_COIN,灵晶,1,1000,ITEM_CRYSTAL,880,
,,,ITEM_GRANILE,晶石颗粒,1,400,ITEM_CRYSTAL,125,
,,,ITEM_HILL_STONE,希尔原石,1,3800,ITEM_CRYSTAL,150,
,,,ITEM_HILL_STONE,希尔原石,1,7600,ITEM_CRYSTAL,300,
,,,ITEM_HERO_REFRESH_ORDER,刷新石,1,5,ITEM_CRYSTAL,100,
DROP_SHOP_TRAVEL_8,2011,旅行商店格子5\6的1-40级,ITEM_CORPS_BREAK_ARCHER_BLUE_5,巨鲸射手项链,1,5,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_5,巨鲸骑士神典,1,5,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_5,巨鲸步兵圣杯,1,5,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_10,冰风射手项链,1,5,ITEM_CRYSTAL,40,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_10,冰风骑士神典,1,5,ITEM_CRYSTAL,40,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_10,冰风步兵圣杯,1,5,ITEM_CRYSTAL,40,
DROP_SHOP_TRAVEL_9,2012,旅行商店格子78910的40-50级,ITEM_CORPS_BREAK_ARCHER_BLUE_10,冰风射手项链,1,5,ITEM_CRYSTAL,40,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_10,冰风骑士神典,1,5,ITEM_CRYSTAL,40,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_10,冰风步兵圣杯,1,5,ITEM_CRYSTAL,40,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_5,星陨射手项链,1,5,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_5,星陨骑士神典,1,5,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_5,星陨步兵圣杯,1,5,ITEM_CRYSTAL,50,
DROP_SHOP_TRAVEL_10,2013,旅行商店格子78910的50-60级,ITEM_CORPS_BREAK_ARCHER_PURPLE_5,星陨射手项链,1,5,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_5,星陨骑士神典,1,5,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_5,星陨步兵圣杯,1,5,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_10,狮鹫射手项链,1,5,ITEM_CRYSTAL,75,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_10,狮鹫骑士神典,1,5,ITEM_CRYSTAL,75,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_10,狮鹫步兵圣杯,1,5,ITEM_CRYSTAL,75,
DROP_SHOP_TRAVEL_11,2014,旅行商店格子78910的60-70级,ITEM_CORPS_BREAK_ARCHER_PURPLE_10,狮鹫射手项链,1,5,ITEM_CRYSTAL,75,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_10,狮鹫骑士神典,1,5,ITEM_CRYSTAL,75,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_10,狮鹫步兵圣杯,1,5,ITEM_CRYSTAL,75,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_15,深渊射手项链,1,5,ITEM_CRYSTAL,100,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_15,深渊骑士神典,1,5,ITEM_CRYSTAL,100,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_15,深渊步兵圣杯,1,5,ITEM_CRYSTAL,100,
DROP_SHOP_TRAVEL_12,2015,旅行商店格子78910的70-80级,ITEM_CORPS_BREAK_ARCHER_PURPLE_15,深渊射手项链,1,5,ITEM_CRYSTAL,100,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_15,深渊骑士神典,1,5,ITEM_CRYSTAL,100,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_15,深渊步兵圣杯,1,5,ITEM_CRYSTAL,100,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_5,战歌射手项链,1,5,ITEM_CRYSTAL,125,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_5,战歌骑士神典,1,5,ITEM_CRYSTAL,125,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_5,战歌步兵圣杯,1,5,ITEM_CRYSTAL,125,
DROP_SHOP_TRAVEL_13,2016,旅行商店格子78910的80-90级,ITEM_CORPS_BREAK_ARCHER_ORANGE_5,战歌射手项链,1,5,ITEM_CRYSTAL,125,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_5,战歌骑士神典,1,5,ITEM_CRYSTAL,125,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_5,战歌步兵圣杯,1,5,ITEM_CRYSTAL,125,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_10,龙鳞射手项链,1,5,ITEM_CRYSTAL,150,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_10,龙鳞骑士神典,1,5,ITEM_CRYSTAL,150,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_10,龙鳞步兵圣杯,1,5,ITEM_CRYSTAL,150,
DROP_SHOP_TRAVEL_14,2017,旅行商店格子78910的90-100级,ITEM_CORPS_BREAK_ARCHER_ORANGE_10,龙鳞射手项链,1,5,ITEM_CRYSTAL,150,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_10,龙鳞骑士神典,1,5,ITEM_CRYSTAL,150,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_10,龙鳞步兵圣杯,1,5,ITEM_CRYSTAL,150,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_15,神赐射手项链,1,5,ITEM_CRYSTAL,175,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_15,神赐骑士神典,1,5,ITEM_CRYSTAL,175,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_15,神赐步兵圣杯,1,5,ITEM_CRYSTAL,175,
DROP_SHOP_TRAVEL_15,2021,旅行商店格子5678的1-20,ITEM_CORPS_BREAK_ARCHER_GREEN_1,精致射手战弓,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_ARCHER_GREEN_2,精致射手斗篷,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_ARCHER_GREEN_3,精致射手便鞋,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_ARCHER_GREEN_4,精致射手利箭,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_KNIGHT_GREEN_1,精致射手长枪,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_KNIGHT_GREEN_2,精致骑士肩甲,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_KNIGHT_GREEN_3,精致骑士战马,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_KNIGHT_GREEN_4,精致骑士马凯,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_INFANTRY_GREEN_1,精致骑士长剑,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_INFANTRY_GREEN_2,精致骑士铠甲,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_INFANTRY_GREEN_3,精致步兵长靴,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_INFANTRY_GREEN_4,精致步兵盾牌,1,10,ITEM_CRYSTAL,30,
DROP_SHOP_TRAVEL_16,2022,旅行商店格子5678的20-30,ITEM_CORPS_BREAK_ARCHER_GREEN_1,精致射手战弓,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_ARCHER_GREEN_2,精致射手斗篷,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_ARCHER_GREEN_3,精致射手便鞋,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_ARCHER_GREEN_4,精致射手利箭,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_KNIGHT_GREEN_1,精致射手长枪,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_KNIGHT_GREEN_2,精致骑士肩甲,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_KNIGHT_GREEN_3,精致骑士战马,1,10,ITEM_CRYSTAL,30,
