Name:string,_ID,_VALUE,Sort:int,NameKey:loc,#Name:string,Type:id,EvolveId:id,#Des:string,DesKey:loc,Element:id,Element2:id,AttackSpeed:decimal,Hitpoints:obsint,Hp_Rank:id,HpPotential:decimal,Damage:obsint,Damage_Rank:id,DamagePotential:decimal,Armor:obsint,Armor_Rank:id,ArmorPotential:decimal,MagicDef:obsint,MagicalDef_Rank:id,MagicDefPotential:decimal,CriticalDamage:decimal,CriticalHit:decimal,Rarity:id,Icon:string,CardIcon:string,UniversalShards:id
Garm_S,SCROLL_CHARA_GARM_S,11,111,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_GARM_S,水之气息精华,CAREER_SCROLL_2,SCROLL_PET_EVOLVE_GARM_S,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_GARM_S,ELEMENT_TYPE_WATER,,1.75,384,ATTRIBUTE_RANK_TYPE_A,192,15,ATTRIBUTE_RANK_TYPE_S,7.93,8,ATTRIBUTE_RANK_TYPE_C,1.7,13,ATTRIBUTE_RANK_TYPE_A,2.6,10000,0,RARITY_TYPE_ORANGE,ICON_ESSENCE_WATER_BREATH_ESSENCE,,ITEM_ESSENCE_GENERAL_LEGENDARY
Owl_Baron_S,SCROLL_CHARA_OWL_BARON_S,12,112,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_OWL_BARON_S,水之魔力精华,CAREER_SCROLL_2,SCROLL_PET_EVOLVE_OWL_BARON_S,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_GARM_S,ELEMENT_TYPE_WATER,,1.75,332,ATTRIBUTE_RANK_TYPE_B,166,16,ATTRIBUTE_RANK_TYPE_S,8.32,7,ATTRIBUTE_RANK_TYPE_C,1.5,14,ATTRIBUTE_RANK_TYPE_S,2.8,10000,0,RARITY_TYPE_ORANGE,ICON_ESSENCE_WATER_MAGIC_ESSENCE,,ITEM_ESSENCE_GENERAL_LEGENDARY
Muka,SCROLL_CHARA_MUKA,13,201,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_MUKA,暗之坚韧精华,CAREER_SCROLL_4,SCROLL_PET_EVOLVE_MUKA,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_GOBLIN_ARCHER,ELEMENT_TYPE_DARK,,1.9,250,ATTRIBUTE_RANK_TYPE_B,125,8,ATTRIBUTE_RANK_TYPE_C,4,10,ATTRIBUTE_RANK_TYPE_B,2,11,ATTRIBUTE_RANK_TYPE_A,2.3,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_DARK_TENACITY_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Whisper,SCROLL_CHARA_WHISPER,14,202,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_WHISPER,暗之驱邪精华,CAREER_SCROLL_3,SCROLL_PET_EVOLVE_WHISPER,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_GOBLIN_ARCHER,ELEMENT_TYPE_DARK,,1.9,290,ATTRIBUTE_RANK_TYPE_A,145,10,ATTRIBUTE_RANK_TYPE_A,5,6,ATTRIBUTE_RANK_TYPE_D,1.2,6,ATTRIBUTE_RANK_TYPE_D,1.2,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_DARK_EXORCISM_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Goblin_Archer,SCROLL_CHARA_GOBLIN_ARCHER,15,203,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_GOBLIN_ARCHER,风之强力精华,CAREER_SCROLL_1,SCROLL_PET_EVOLVE_GOBLIN_ARCHER,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_GOBLIN_ARCHER,ELEMENT_TYPE_WIND,,1.9,230,ATTRIBUTE_RANK_TYPE_B,115,9,ATTRIBUTE_RANK_TYPE_A,4.8,9,ATTRIBUTE_RANK_TYPE_B,1.9,7,ATTRIBUTE_RANK_TYPE_B,1.55,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_WIND_POWER_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Munak,SCROLL_CHARA_MUNAK,16,204,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_MUNAK,暗之魂力精华,CAREER_SCROLL_3,SCROLL_PET_EVOLVE_MUNAK,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_GOBLIN_ARCHER,ELEMENT_TYPE_DARK,,1.9,260,ATTRIBUTE_RANK_TYPE_B,130,10,ATTRIBUTE_RANK_TYPE_A,5.2,6,ATTRIBUTE_RANK_TYPE_D,1.3,5,ATTRIBUTE_RANK_TYPE_D,1.1,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_DARK_SOUL_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Ork_Warrior,SCROLL_CHARA_ORK_WARRIOR,17,205,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_ORK_WARRIOR,地之坚硬精华,CAREER_SCROLL_4,SCROLL_PET_EVOLVE_ORK_WARRIOR,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_ORK_WARRIOR,ELEMENT_TYPE_EARTH,,2.2,300,ATTRIBUTE_RANK_TYPE_A,150,7,ATTRIBUTE_RANK_TYPE_C,3.9,10,ATTRIBUTE_RANK_TYPE_B,2.15,8,ATTRIBUTE_RANK_TYPE_C,1.6,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_EARTH_HARD_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Orc_Baby,SCROLL_CHARA_ORC_BABY,18,206,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_ORC_BABY,地之守护精华,CAREER_SCROLL_4,SCROLL_PET_EVOLVE_ORC_BABY,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_ORC_BABY,ELEMENT_TYPE_EARTH,,1.9,210,ATTRIBUTE_RANK_TYPE_C,105,11,ATTRIBUTE_RANK_TYPE_A,5.5,8,ATTRIBUTE_RANK_TYPE_C,1.75,5,ATTRIBUTE_RANK_TYPE_D,1.15,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_EARTH_GUARDIAN_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Blood_Butterfly,SCROLL_CHARA_BLOOD_BUTTERFLY,19,207,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_BLOOD_BUTTERFLY,风之回响精华,CAREER_SCROLL_1,SCROLL_PET_EVOLVE_BLOOD_BUTTERFLY,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_ORC_BABY,ELEMENT_TYPE_WIND,,1.9,200,ATTRIBUTE_RANK_TYPE_C,100,10,ATTRIBUTE_RANK_TYPE_A,5.2,6,ATTRIBUTE_RANK_TYPE_D,1.25,10,ATTRIBUTE_RANK_TYPE_B,2,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_WIND_ECHO_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Jakk_S,SCROLL_CHARA_JAKK_S,20,208,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_JAKK_S,风之寂静精华,CAREER_SCROLL_2,SCROLL_PET_EVOLVE_JAKK_S,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_JAKK_S,ELEMENT_TYPE_WIND,,1.9,220,ATTRIBUTE_RANK_TYPE_C,110,10,ATTRIBUTE_RANK_TYPE_A,5,7,ATTRIBUTE_RANK_TYPE_D,1.45,9,ATTRIBUTE_RANK_TYPE_B,1.95,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_WIND_SILENCE_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Desert_Wolf,SCROLL_CHARA_DESERT_WOLF,21,209,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_DESERT_WOLF,火之爆裂精华,CAREER_SCROLL_1,SCROLL_PET_EVOLVE_DESERT_WOLF,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_JAKK_S,ELEMENT_TYPE_FIRE,,1.9,250,ATTRIBUTE_RANK_TYPE_B,125,9,ATTRIBUTE_RANK_TYPE_A,4.9,8,ATTRIBUTE_RANK_TYPE_C,1.7,5,ATTRIBUTE_RANK_TYPE_D,1.15,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_FIRE_BLAST_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Nine_Tail,SCROLL_CHARA_NINE_TAIL,22,210,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_NINE_TAIL,火之元素精华,CAREER_SCROLL_2,SCROLL_PET_EVOLVE_NINE_TAIL,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_JAKK_S,ELEMENT_TYPE_FIRE,,1.9,210,ATTRIBUTE_RANK_TYPE_C,105,9,ATTRIBUTE_RANK_TYPE_B,4.6,6,ATTRIBUTE_RANK_TYPE_D,1.2,11,ATTRIBUTE_RANK_TYPE_A,2.3,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_FIRE_ELEMENT_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Eggyra,SCROLL_CHARA_EGGYRA,23,211,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_EGGYRA,火之愈合精华,CAREER_SCROLL_5,SCROLL_PET_EVOLVE_EGGYRA,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_EGGYRA,ELEMENT_TYPE_FIRE,,2.2,240,ATTRIBUTE_RANK_TYPE_B,120,9,ATTRIBUTE_RANK_TYPE_B,4.8,7,ATTRIBUTE_RANK_TYPE_C,1.55,9,ATTRIBUTE_RANK_TYPE_B,1.85,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_FIRE_CURE_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Md_Marse,SCROLL_CHARA_MD_MARSE,24,212,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_MD_MARSE,水之闪耀精华,CAREER_SCROLL_5,SCROLL_PET_EVOLVE_MD_MARSE,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_EGGYRA,ELEMENT_TYPE_WATER,,2.2,250,ATTRIBUTE_RANK_TYPE_B,125,8,ATTRIBUTE_RANK_TYPE_B,4.4,8,ATTRIBUTE_RANK_TYPE_C,1.65,8,ATTRIBUTE_RANK_TYPE_C,1.7,10000,0,RARITY_TYPE_PURPLE,ICON_ESSENCE_WATER_SHINING_ESSENCE,,ITEM_ESSENCE_GENERAL_EPIC
Wilow,SCROLL_CHARA_WILOW,25,301,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_WILOW,地之抵抗精华,CAREER_SCROLL_4,SCROLL_PET_EVOLVE_WILOW,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_SAVAGE,ELEMENT_TYPE_EARTH,,1.9,310,ATTRIBUTE_RANK_TYPE_A,155,7,ATTRIBUTE_RANK_TYPE_C,3.8,10,ATTRIBUTE_RANK_TYPE_B,2,8,ATTRIBUTE_RANK_TYPE_C,1.65,10000,0,RARITY_TYPE_BLUE,ICON_ESSENCE_EARTH_RESISTANCE_ESSENCE,,ITEM_ESSENCE_GENERAL_SUPERRARE
Savage,SCROLL_CHARA_SAVAGE,26,302,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_SAVAGE,地之伤害精华,CAREER_SCROLL_1,SCROLL_PET_EVOLVE_SAVAGE,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_SAVAGE,ELEMENT_TYPE_EARTH,,1.9,220,ATTRIBUTE_RANK_TYPE_C,110,9,ATTRIBUTE_RANK_TYPE_A,4.9,8,ATTRIBUTE_RANK_TYPE_C,1.7,8,ATTRIBUTE_RANK_TYPE_C,1.7,10000,0,RARITY_TYPE_BLUE,ICON_ESSENCE_EARTH_DAMAGE_ESSENCE,,ITEM_ESSENCE_GENERAL_SUPERRARE
Picky,SCROLL_CHARA_PICKY,27,303,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_PICKY,火之兽性精华,CAREER_SCROLL_1,SCROLL_PET_EVOLVE_PICKY,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_SAVAGE,ELEMENT_TYPE_FIRE,,1.9,200,ATTRIBUTE_RANK_TYPE_C,100,10,ATTRIBUTE_RANK_TYPE_A,5,9,ATTRIBUTE_RANK_TYPE_B,1.82,7,ATTRIBUTE_RANK_TYPE_C,1.5,10000,0,RARITY_TYPE_BLUE,ICON_ESSENCE_FIRE_BEAST_ESSENCE,,ITEM_ESSENCE_GENERAL_SUPERRARE
Spore,SCROLL_CHARA_SPORE,28,304,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_SPORE,圣之魔法精华,CAREER_SCROLL_2,SCROLL_PET_EVOLVE_SPORE,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_SAVAGE,ELEMENT_TYPE_HOLY,,1.9,250,ATTRIBUTE_RANK_TYPE_B,125,9,ATTRIBUTE_RANK_TYPE_B,4.5,7,ATTRIBUTE_RANK_TYPE_C,1.5,11,ATTRIBUTE_RANK_TYPE_A,2.22,10000,0,RARITY_TYPE_BLUE,ICON_ESSENCE_HOLY_MAGIC_ESSENCE,,ITEM_ESSENCE_GENERAL_SUPERRARE
Lunatic,SCROLL_CHARA_LUNATIC,29,305,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_LUNATIC,圣之专攻精华,CAREER_SCROLL_1,SCROLL_PET_EVOLVE_LUNATIC,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_LUNATIC,ELEMENT_TYPE_HOLY,,1.9,250,ATTRIBUTE_RANK_TYPE_B,125,9,ATTRIBUTE_RANK_TYPE_B,4.7,9,ATTRIBUTE_RANK_TYPE_B,1.9,7,ATTRIBUTE_RANK_TYPE_C,1.5,10000,0,RARITY_TYPE_BLUE,ICON_ESSENCE_HOLY_CHAIN_ESSENCE,,ITEM_ESSENCE_GENERAL_SUPERRARE
Poring,SCROLL_CHARA_PORING,30,306,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_PORING,水之防御精华,CAREER_SCROLL_5,SCROLL_PET_EVOLVE_PORING,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_PORING,ELEMENT_TYPE_WATER,,2,240,ATTRIBUTE_RANK_TYPE_B,120,9,ATTRIBUTE_RANK_TYPE_B,4.6,7,ATTRIBUTE_RANK_TYPE_C,1.48,9,ATTRIBUTE_RANK_TYPE_B,1.82,10000,0,RARITY_TYPE_BLUE,ICON_ESSENCE_WATER_DEFENSE_ESSENCE,,ITEM_ESSENCE_GENERAL_SUPERRARE
Yoyo,SCROLL_CHARA_YOYO,31,307,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_YOYO,水之护盾精华,CAREER_SCROLL_4,SCROLL_PET_EVOLVE_YOYO,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_SAVAGE,ELEMENT_TYPE_WATER,,1.9,290,ATTRIBUTE_RANK_TYPE_A,145,7,ATTRIBUTE_RANK_TYPE_D,3.6,9,ATTRIBUTE_RANK_TYPE_B,1.9,8,ATTRIBUTE_RANK_TYPE_C,1.7,10000,0,RARITY_TYPE_BLUE,ICON_ESSENCE_WATER_SHIELD_ESSENCE,,ITEM_ESSENCE_GENERAL_SUPERRARE
Empty_For_Dungeon,SCROLL_CHARA_EMPTY_FOR_DUNGEON,32,308,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_YOYO,空精华,CAREER_SCROLL_4,SCROLL_PET_EVOLVE_YOYO,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_SAVAGE,,,1.9,290,ATTRIBUTE_RANK_TYPE_A,145,7,ATTRIBUTE_RANK_TYPE_D,3.6,9,ATTRIBUTE_RANK_TYPE_B,1.9,8,ATTRIBUTE_RANK_TYPE_C,1.7,10000,0,RARITY_TYPE_BLUE,ICON_ESSENCE_WATER_SHIELD_ESSENCE,,ITEM_ESSENCE_GENERAL_SUPERRARE
Glorious,SCROLL_CHARA_GLORIOUS,33,113,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_GLORIOUS,圣之光耀精华,CAREER_SCROLL_2,SCROLL_PET_EVOLVE_GLORIOUS,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_LUNATIC,ELEMENT_TYPE_HOLY,ELEMENT_TYPE_EARTH,1.65,230,ATTRIBUTE_RANK_TYPE_B,115,16,ATTRIBUTE_RANK_TYPE_S,8.45,11,ATTRIBUTE_RANK_TYPE_A,2.25,9,ATTRIBUTE_RANK_TYPE_B,1.9,10000,0,RARITY_TYPE_ORANGE,ICON_ESSENCE_HOLY_GLORIOUS,,ITEM_ESSENCE_GENERAL_LEGENDARY
Vortex,SCROLL_CHARA_VORTEX,34,114,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_VORTEX,水之涡流精华,CAREER_SCROLL_5,SCROLL_PET_EVOLVE_VORTEX,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_PORING,ELEMENT_TYPE_WATER,,2.1,296,ATTRIBUTE_RANK_TYPE_B,148,12,ATTRIBUTE_RANK_TYPE_A,6.04,11,ATTRIBUTE_RANK_TYPE_A,2.3,12,ATTRIBUTE_RANK_TYPE_A,2.4,10000,0,RARITY_TYPE_ORANGE,ICON_ESSENCE_WATER_VORTEX,,ITEM_ESSENCE_GENERAL_LEGENDARY
Reverie,SCROLL_CHARA_REVERIE,35,115,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_REVERIE,风之魔幻精华,CAREER_SCROLL_3,SCROLL_PET_EVOLVE_REVERIE,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_SAVAGE,ELEMENT_TYPE_WIND,,1.75,364,ATTRIBUTE_RANK_TYPE_A,182,12,ATTRIBUTE_RANK_TYPE_A,6.27,10,ATTRIBUTE_RANK_TYPE_B,2.1,10,ATTRIBUTE_RANK_TYPE_B,2.1,10000,0,RARITY_TYPE_ORANGE,ICON_ESSENCE_WIND_REVERIE,,ITEM_ESSENCE_GENERAL_LEGENDARY
Profound,SCROLL_CHARA_PROFOUND,36,116,LOC_CHARACTERS_NAMECN_SCROLL_CHARA_PROFOUND,暗之深邃精华,CAREER_SCROLL_4,SCROLL_PET_EVOLVE_PROFOUND,描述未完成，请在character.csv 表中添加描述,LOC_CHARACTERS_DESKEY_CHARA_3D_SAVAGE,ELEMENT_TYPE_DARK,,2.1,480,ATTRIBUTE_RANK_TYPE_S,240,8,ATTRIBUTE_RANK_TYPE_B,4.4,12,ATTRIBUTE_RANK_TYPE_A,2.4,15,ATTRIBUTE_RANK_TYPE_S,3.1,10000,0,RARITY_TYPE_ORANGE,ICON_ESSENCE_DARK_DEEP_ESSENCE,,ITEM_ESSENCE_GENERAL_LEGENDARY
