Name:string,_ID,_VALUE,NameKey:loc,#Name:string,isGiant:bool,Hitpoints:decimal,ScaleFactor:decimal,OverWriteAttackSpeed:bool,AttackSpeed:decimal,OverWriteMoveSpeed:bool,MoveSpeed:decimal,PhysicalAttack:obsint,MagicalAttack:obsint,PhysicalArmor:obsint,MagicalArmor:obsint,CriticalHit:obsint,CriticalDamage:obsint,SkillConfig:string,PassiveSkillConfig:string,FollowEffect:id
Osiris,BOSS_OSIRIS_WORLD_3,1312,,世界BOSS2_3,TRUE,13431168,1.8,FALSE,,FALSE,,1,1,1,1,500,10000,World_Osiris_Test3,World_Osiris_Pass3,EFFECT_MVP_HIGH
Osiris,BOSS_OSIRIS_WORLD_4,1313,,世界BOSS2_4,TRUE,28809558,1.8,FALSE,,FALSE,,14000,14000,500,500,500,10000,World_Osiris_Test4,World_Osiris_Pass4,EFFECT_MVP_HIGH
Osiris,BOSS_OSIRIS_WORLD_5,1314,,世界BOSS2_5,TRUE,1,1.8,FALSE,,FALSE,,1,1,1,1,500,10000,World_Osiris_Test5,World_Osiris_Pass5,EFFECT_MVP_HIGH
Osiris,BOSS_OSIRIS_WORLD_6,1315,,世界BOSS2_6,TRUE,160687939,1.8,FALSE,,FALSE,,28000,28000,1300,1300,500,10000,World_Osiris_Test6,World_Osiris_Pass6,EFFECT_MVP_HIGH
Osiris,BOSS_OSIRIS_WORLD_7,1316,,世界BOSS2_7,TRUE,1,1.8,FALSE,,FALSE,,1,1,1,1,500,10000,World_Osiris_Test7,World_Osiris_Pass7,EFFECT_MVP_HIGH
Osiris,BOSS_OSIRIS_WORLD_8,1317,,世界BOSS2_8,TRUE,365339857,1.8,FALSE,,FALSE,,62000,62000,2200,2200,500,10000,World_Osiris_Test8,World_Osiris_Pass8,EFFECT_MVP_HIGH
Osiris,BOSS_OSIRIS_WORLD_9,1318,,世界BOSS2_9,TRUE,455339857,1.8,FALSE,,FALSE,,88000,88000,2400,2400,500,10000,World_Osiris_Test9,World_Osiris_Pass9,EFFECT_MVP_HIGH
Baphomet_Boss,BOSS_BAPHOMET_NEW_1,1319,,世界BOSS1,TRUE,6889200,1,FALSE,,FALSE,,12000,12000,500,500,500,10000,,World_New_Pass1,
Baphomet_Boss,BOSS_BAPHOMET_NEW_2,1320,,世界BOSS2,TRUE,60319179,1,FALSE,,FALSE,,25000,25000,600,600,500,10000,,World_New_Pass1,
Baphomet_Boss,BOSS_BAPHOMET_NEW_3,1321,,世界BOSS3,TRUE,170495736,1,FALSE,,FALSE,,40000,40000,1500,1500,500,10000,,World_New_Pass1,
Baphomet_Boss,BOSS_BAPHOMET_NEW_4,1322,,世界BOSS4,TRUE,456414726,1,FALSE,,FALSE,,100000,100000,2300,2300,500,10000,,World_New_Pass1,
Baphomet_Boss,BOSS_BAPHOMET_NEW_5,1323,,世界BOSS5,TRUE,806414726,1,FALSE,,FALSE,,150000,150000,2500,2500,500,10000,,World_New_Pass2,
Dracula_Boss,BOSS_DRACULA_BARON_NEW_1,1324,,世界BOSS1,TRUE,4792486,1,FALSE,,FALSE,,12000,12000,700,700,500,10000,,World_New2_Pass1,
Dracula_Boss,BOSS_DRACULA_BARON_NEW_2,1325,,世界BOSS2,TRUE,41961168,1,FALSE,,FALSE,,25000,25000,900,900,500,10000,,World_New2_Pass1,
Dracula_Boss,BOSS_DRACULA_BARON_NEW_3,1326,,世界BOSS3,TRUE,118605729,1,FALSE,,FALSE,,40000,40000,1800,1800,500,10000,,World_New2_Pass1,
Dracula_Boss,BOSS_DRACULA_BARON_NEW_4,1327,,世界BOSS4,TRUE,317505896,1,FALSE,,FALSE,,100000,100000,2500,2500,500,10000,,World_New2_Pass1,
Dracula_Boss,BOSS_DRACULA_BARON_NEW_5,1328,,世界BOSS5,TRUE,560984157,1,FALSE,,FALSE,,150000,150000,3000,3000,500,10000,,World_New2_Pass1,
Lord_Of_Death_Boss,BOSS_LORD_OF_DEATH_NEW_1,1329,,世界BOSS1寂·死灵骑士 ,TRUE,6889200,1,FALSE,,FALSE,,12000,12000,700,800,500,10000,,World_New3_Pass1,
Lord_Of_Death_Boss,BOSS_LORD_OF_DEATH_NEW_2,1330,,世界BOSS2寂·死灵骑士 ,TRUE,60319179,1,FALSE,,FALSE,,25000,25000,900,1000,500,10000,,World_New3_Pass1,
Lord_Of_Death_Boss,BOSS_LORD_OF_DEATH_NEW_3,1331,,世界BOSS3寂·死灵骑士 ,TRUE,170495736,1,FALSE,,FALSE,,40000,40000,1800,2100,500,10000,,World_New3_Pass1,
Lord_Of_Death_Boss,BOSS_LORD_OF_DEATH_NEW_4,1332,,世界BOSS4寂·死灵骑士 ,TRUE,456414726,1,FALSE,,FALSE,,100000,100000,2500,2900,500,10000,,World_New3_Pass1,
Lord_Of_Death_Boss,BOSS_LORD_OF_DEATH_NEW_5,1333,,世界BOSS5寂·死灵骑士 ,TRUE,806414726,1,FALSE,,FALSE,,150000,150000,3000,3500,500,10000,,World_New3_Pass2,
Baphomet_Boss,BOSS_BAPHOMET_NEW_6,1334,,世界BOSS5,TRUE,1048339144,1,FALSE,,FALSE,,250000,250000,3250,3250,500,10000,,World_New_Pass2,
Dracula_Boss,BOSS_DRACULA_BARON_NEW_6,1335,,世界BOSS5,TRUE,729279404,1,FALSE,,FALSE,,250000,250000,3900,3900,500,10000,,World_New2_Pass1,
Lord_Of_Death_Boss,BOSS_LORD_OF_DEATH_NEW_6,1336,,世界BOSS5寂·死灵骑士 ,TRUE,1048339144,1,FALSE,,FALSE,,250000,250000,3900,4550,500,10000,,World_New3_Pass2,
Maya,BOSS_MAYA_CORPS,1400,,爬塔20,FALSE,70000,2.1,FALSE,,FALSE,,2500,2500,200,200,500,10000,Corps_test20,Corps_Pass20,EFFECT_MVP_LOW
Orc_Hero,BOSS_ORK_HERO_CORPS,1401,,爬塔40,FALSE,181000,2.1,FALSE,,FALSE,,4000,4000,400,400,500,10000,Corps_test40,Corps_Pass40,EFFECT_MVP_LOW
Osiris,BOSS_OSIRIS_CORPS,1402,,爬塔60,FALSE,380000,2.1,FALSE,,FALSE,,5000,5000,500,500,500,10000,Corps_test60,Corps_Pass60,EFFECT_MVP_LOW
Wander_Man,BOSS_WANDER_MAN_CORPS,1403,,爬塔80,FALSE,550150,2.1,FALSE,,FALSE,,7800,7800,533,533,500,10000,Corps_test80,Corps_Pass80,EFFECT_MVP_LOW
Alice,BOSS_ALICE_CORPS,1404,,爬塔100,FALSE,483470,1.6,FALSE,,FALSE,,7000,7000,500,500,500,10000,Corps_test100,Corps_Pass100,EFFECT_MVP_LOW
DRAKE,BOSS_DRAKE_CORPS,1405,,爬塔120,FALSE,1010000,2.1,FALSE,,FALSE,,14000,14000,900,900,500,10000,Corps_test120,Corps_Pass120,EFFECT_MVP_LOW
G_Randel_H,BOSS_G_RANDEL_CORPS,1406,,爬塔140,FALSE,1793000,2.1,FALSE,,FALSE,,15200,15200,1500,1500,500,10000,Corps_test140,Corps_Pass140,EFFECT_MVP_LOW
JAKK,BOSS_JAKK_CORPS,1407,,爬塔160,FALSE,1936000,2.1,FALSE,,FALSE,,21000,21000,1200,1200,500,10000,Corps_test160,Corps_Pass160,EFFECT_MVP_LOW
Kobold_Leader,BOSS_KOBOLD_LEADER_CORPS,1408,,爬塔180,FALSE,1408413,2.1,FALSE,,FALSE,,25000,25000,1300,1300,500,10000,Corps_test180,Corps_Pass180,EFFECT_MVP_LOW
Goblin_Leader,BOSS_GOBLIN_LEADER_CORPS,1409,,爬塔180,FALSE,1387944,2.1,FALSE,,FALSE,,25000,25000,1300,1300,500,10000,Corps_test181,Corps_Pass181,EFFECT_MVP_LOW
Doppelganger,BOSS_DOPPELGANGER_CORPS,1410,,爬塔200,FALSE,3416800,1.6,FALSE,,FALSE,,30000,30000,1600,1600,500,10000,Corps_test200,Corps_Pass200,EFFECT_MVP_LOW
Ghostring,BOSS_GHOSTRING_CORPS,1411,,爬塔220,FALSE,2760000,2.1,FALSE,,FALSE,,51000,51000,2000,2000,500,10000,Corps_test220,Corps_Pass220,EFFECT_MVP_LOW
Whisper_Boss,BOSS_WHISPER_BOSS_CORPS,1412,,爬塔220,FALSE,2760000,2.1,FALSE,,FALSE,,51000,51000,2000,2000,500,10000,Corps_test221,Corps_Pass221,EFFECT_MVP_LOW
Nightmare_Terror,BOSS_NIGHTMARE_TERROR_CORPS,1413,,爬塔240,FALSE,3680000,2.1,FALSE,,FALSE,,50000,50000,2100,2100,500,10000,Corps_test240,Corps_Pass240,EFFECT_MVP_LOW
Eddga,BOSS_EDDGA_CORPS,1414,,爬塔260,FALSE,6600000,2.1,FALSE,,FALSE,,66000,66000,2200,2200,500,10000,Corps_test260,Corps_Pass260,EFFECT_MVP_LOW
Minorous,BOSS_MINOROUS_CORPS,1415,,爬塔280,FALSE,8800000,2,FALSE,,FALSE,,98000,98000,2300,2300,500,10000,Corps_test280,Corps_Pass280,EFFECT_MVP_LOW
Baphomet,BOSS_BAPHOMET_CORPS,1416,,爬塔300,FALSE,10500000,2.1,FALSE,,FALSE,,100000,100000,2800,2800,500,10000,Corps_test300,Corps_Pass300,EFFECT_MVP_LOW
PHREEONI,BOSS_PHREEONI_CORPS,1417,,爬塔50,FALSE,201000,1.6,FALSE,,FALSE,,4000,4000,300,300,500,10000,Corps_test50,,EFFECT_MVP_LOW
GOLDEN_BUG,BOSS_GOLDEN_BUG_CORPS1,1418,,爬塔250,FALSE,500000,1.6,FALSE,,FALSE,,33000,33000,2000,2000,500,10000,Corps_test250,,
GOLDEN_BUG,BOSS_GOLDEN_BUG_CORPS2,1419,,爬塔250,FALSE,500000,1.6,FALSE,,FALSE,,33000,33000,2000,2000,500,10000,Corps_test251,,
Knight_Of_Windstorm,BOSS_KNIGHT_OF_WINDSTORM_CORPS,1420,,爬塔335,FALSE,23000000,1.6,FALSE,,FALSE,,160000,160000,3200,3200,500,10000,Corps_test335,Corps_Pass335,EFFECT_MVP_HIGH
Golden_Bug,BOSS_GOLDEN_BUG_CORPS,1421,,爬塔337,FALSE,500000,1.6,FALSE,,FALSE,,31000,31000,2400,2400,500,10000,Corps_test337,,
Seyren,BOSS_SEYREN_CORPS,1422,,爬塔346,FALSE,24500000,1.6,FALSE,,FALSE,,280000,280000,2400,2400,500,10000,Corps_test346,Corps_Pass346,
Loli_Ruri,BOSS_LOLI_RURI_CORPS,1423,,爬塔353,FALSE,6000000,1.8,FALSE,,FALSE,,200000,200000,4000,4000,500,10000,Corps_test353,,
LadyTanee,BOSS_LADY_TANEE_CORPS,1424,,爬塔380,FALSE,9000000,1.8,FALSE,,FALSE,,600000,600000,4200,4200,500,10000,Corps_test380,Corps_Pass380,
Lord_of_Death,BOSS_LORD_OF_DEATH_CORPS,1425,,爬塔390,FALSE,10000000,1.8,FALSE,,FALSE,,700000,700000,5000,5000,500,10000,Corps_test390,Corps_Pass390,
Clown_Alphoccio,BOSS_CLOWN_ALPHOCCIO_CORPS,1426,,爬塔400,FALSE,15000000,1.8,FALSE,,FALSE,,1200000,1200000,6500,6500,500,10000,Corps_test400,Corps_Pass400,
Seyren,BOSS_SEYREN1_CORPS,1427,,爬塔405,FALSE,36000000,1.8,FALSE,,FALSE,,1000000,1000000,6500,6500,500,10000,Corps_test405,Corps_Pass405,
BOSS_DIFFUSE,BOSS_BOSS_DIFFUSE_CORPS,1428,,爬塔410,FALSE,26000000,1,FALSE,,FALSE,,1400000,1400000,6500,6500,500,10000,,Corps_Pass410,
GARM,BOSS_GARM_CORPS,1429,,爬塔410,FALSE,26000000,1.8,FALSE,,FALSE,,1400000,1400000,6500,6500,500,10000,Corps_test410,Corps_Pass411,
OSIRIS,BOSS_OSIRIS1_CORPS,1430,,爬塔420,FALSE,30000000,1.8,FALSE,,FALSE,,2800000,2800000,6500,6500,500,10000,Corps_test420,Corps_Pass420,
HARWORD,BOSS_HARWORD_CORPS,1431,,爬塔425,FALSE,8000000,1.3,FALSE,,FALSE,,720000,720000,4500,4500,500,10000,Corps_test425,Corps_Pass425,
ANNIVERSARY_PORING,BOSS_ANNIVERSARY_PORING_CORPS,1432,,爬塔435,FALSE,26000000,1.8,FALSE,,FALSE,,2800000,2800000,6500,6500,500,10000,Corps_test435,Corps_Pass435,EFFECT_MVP_HIGH
MASTERING,BOSS_MASTERING_CORPS,1433,,爬塔435,FALSE,15000000,1.3,FALSE,,FALSE,,1400000,1400000,4500,4500,500,10000,Corps_test436,Corps_Pass436,
MASTERING,BOSS_MASTERING1_CORPS,1434,,爬塔435,FALSE,15000000,1.3,FALSE,,FALSE,,1400000,1400000,4500,4500,500,10000,Corps_test437,Corps_Pass437,
PETIT,BOSS_GUILD_STEP_1,1500,,公会BOSS1,TRUE,2298105,2.1,FALSE,,FALSE,,1205,1456,99,128,500,10500,Guild_Boss_Skill_1,Guild_Boss_Passive_1,EFFECT_MVP_LOW
VAGABOND_WOLF,BOSS_GUILD_STEP_2,1501,,公会BOSS2,TRUE,2607795,2.1,FALSE,,FALSE,,1472,1245,134,87,500,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_2,EFFECT_MVP_LOW
KOBOLD_LEADER,BOSS_GUILD_STEP_3,1502,,公会BOSS3,TRUE,3720870,2.1,FALSE,,FALSE,,1839,1482,125,130,800,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_3,EFFECT_MVP_LOW
CAT_O_NINE_TAIL,BOSS_GUILD_STEP_4,1503,,公会BOSS4,TRUE,4902660,2.1,FALSE,,FALSE,,1712,2131,122,173,800,10000,Guild_Boss_Skill_4,Guild_Boss_Passive_4,EFFECT_MVP_LOW
