_ID,_VALUE,LowLevelEquipment:id,LowLevelEquipmentNum:int,HighLevelEquipment:id,CostItem:id,CostNum:int
NEW_EQUIPMENT_FORGING_78,78,ITEM_NEW_EQUIPMENT_78,3,ITEM_NEW_EQUIPMENT_82,ITEM_GOLD,1500000
NEW_EQUIPMENT_FORGING_79,79,ITEM_NEW_EQUIPMENT_79,3,ITEM_NEW_EQUIPMENT_83,ITEM_GOLD,1500000
NEW_EQUIPMENT_FORGING_80,80,ITEM_NEW_EQUIPMENT_80,3,ITEM_NEW_EQUIPMENT_84,ITEM_GOLD,1500000
NEW_EQUIPMENT_FORGING_81,81,ITEM_NEW_EQUIPMENT_81,3,ITEM_NEW_EQUIPMENT_85,ITEM_GOLD,4200000
NEW_EQUIPMENT_FORGING_82,82,ITEM_NEW_EQUIPMENT_82,3,ITEM_NEW_EQUIPMENT_86,ITEM_GOLD,4200000
NEW_EQUIPMENT_FORGING_83,83,ITEM_NEW_EQUIPMENT_83,3,ITEM_NEW_EQUIPMENT_87,ITEM_GOLD,4200000
NEW_EQUIPMENT_FORGING_84,84,ITEM_NEW_EQUIPMENT_84,3,ITEM_NEW_EQUIPMENT_88,ITEM_GOLD,4200000
NEW_EQUIPMENT_FORGING_85,85,ITEM_NEW_EQUIPMENT_85,3,ITEM_NEW_EQUIPMENT_89,ITEM_GOLD,7200000
NEW_EQUIPMENT_FORGING_86,86,ITEM_NEW_EQUIPMENT_86,3,ITEM_NEW_EQUIPMENT_90,ITEM_GOLD,7200000
NEW_EQUIPMENT_FORGING_87,87,ITEM_NEW_EQUIPMENT_87,3,ITEM_NEW_EQUIPMENT_91,ITEM_GOLD,7200000
NEW_EQUIPMENT_FORGING_88,88,ITEM_NEW_EQUIPMENT_88,3,ITEM_NEW_EQUIPMENT_92,ITEM_GOLD,7200000
NEW_EQUIPMENT_FORGING_89,89,ITEM_NEW_EQUIPMENT_89,3,ITEM_NEW_EQUIPMENT_93,ITEM_GOLD,18000000
NEW_EQUIPMENT_FORGING_90,90,ITEM_NEW_EQUIPMENT_90,3,ITEM_NEW_EQUIPMENT_94,ITEM_GOLD,18000000
NEW_EQUIPMENT_FORGING_91,91,ITEM_NEW_EQUIPMENT_91,3,ITEM_NEW_EQUIPMENT_95,ITEM_GOLD,18000000
NEW_EQUIPMENT_FORGING_92,92,ITEM_NEW_EQUIPMENT_92,3,ITEM_NEW_EQUIPMENT_96,ITEM_GOLD,18000000
NEW_EQUIPMENT_FORGING_93,93,ITEM_NEW_EQUIPMENT_93,3,ITEM_NEW_EQUIPMENT_97,ITEM_GOLD,32000000
NEW_EQUIPMENT_FORGING_94,94,ITEM_NEW_EQUIPMENT_94,3,ITEM_NEW_EQUIPMENT_98,ITEM_GOLD,32000000
NEW_EQUIPMENT_FORGING_95,95,ITEM_NEW_EQUIPMENT_95,3,ITEM_NEW_EQUIPMENT_99,ITEM_GOLD,32000000
NEW_EQUIPMENT_FORGING_96,96,ITEM_NEW_EQUIPMENT_96,3,ITEM_NEW_EQUIPMENT_100,ITEM_GOLD,32000000
