_ID,_VALUE,Hero:id,IsShow:bool,BattleSkinHero:id,BattleSkinPet:id,UISpriteIconLargeName:string,UISpriteIconName:string,UISpriteIconName2:string,SkinName:loc,SkinDesc:loc,HeroPrefab:string,PetPrefab:string,Sort:int,HowToGetLoc:loc,AttributeType:string[],AttributeDes:loc[],AttributeNum:int[],AttributeKind:string[],SkinPower:int,PresenterDistance:double,PresenterOffsetY:double,PresenterOffsetX:double,PresenterAngle:double,PresenterDirection:double,NewPresenterDistance:double,NewPresenterOffsetY:double,NewPresenterOffsetX:double,NewPresenterAngle:double,NewPresenterDirection:double,PetPresenterDistance:double,PetPresenterOffsetY:double,PetPresenterOffsetX:double,PetPresenterAngle:double,PetPresenterDirection:double,PetNewPresenterDistance:double,PetNewPresenterOffsetY:double,PetNewPresenterOffsetX:double,PetNewPresenterAngle:double,PetNewPresenterDirection:double,Position11:int{},Position21:int{},Position22:int{},Position31:int{},Position32:int{},Position33:int{},Position41:int{},Position42:int{},Position43:int{},Position44:int{}
,,,,,,,,,,,,,,,Cure,LOC_SKIN_BUFF_CURE,100,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKIN_HERO_G_KATRINN_FOX,9,HERO_G_KATRINN,TRUE,SKINBATTLE_HERO_G_KATRINN_SKIN,SKINBATTLE_RETINUE_G_KATRINN_SKIN,CARD_G_Katrinn_Skin_Fox,ICON_MONSTER_G_Katrinn_Skin_Fox,CARD_MONSTER_G_Katrinn_Skin_Fox,LOC_NAME_SKIN_HERO_G_KATRINN_FOX,LOC_DES_SKIN_HERO_G_KATRINN_FOX,G_Katrinn_Skin_Fox,G_Katrinn_Skin_Fox_Pet,9,LOC_SKIN_HOW_TO_GET_ACTI,MagicalAttack,LOC_SKIN_BUFF_MAGICATTACK,30,Percentage,12,21,-9.4,0.3,12,-10,21,-9.4,0.3,12,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
,,,,,,,,,,,,,,,CriticalDamage,LOC_SKIN_BUFF_CRITICALDAMAGE,40,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKIN_HERO_DARK_LORD_HAWAII,10,HERO_DARK_LORD,TRUE,SKINBATTLE_SKIN_HERO_DARK_LORD_HAWAII,SKINBATTLE_SKIN_RETINUE_DARK_LORD_HAWAII,CARD_Dark_Lord_Skin_Hawaii,ICON_MONSTER_Dark_Lord_Skin_Hawaii,CARD_MONSTER_Dark_Lord_Skin_Hawaii,LOC_NAME_SKIN_HERO_DARK_LORD_HAWAII,LOC_DES_SKIN_HERO_DARK_LORD_HAWAII,Dark_Lord_Skin_Hawaii,Dark_Lord_Skin_Hawaii_Pet,10,LOC_SKIN_HOW_TO_GET_SHOP,SkillDamage,LOC_SKIN_BUFF_SKILLDAMAGE,40,Percentage,6,21,-10.2,0.3,12,-10,21,-10.2,0.3,12,-10,16,-6,0,10,0,16,-6,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
SKIN_HERO_DOPPELGANGER_DARK_SWORD,11,HERO_DOPPELGANGER,TRUE,SKINBATTLE_SKIN_HERO_DOPPELGANGER_DARK_SWORD,SKINBATTLE_SKIN_RETINUE_DOPPELGANGER_DARK_SWORD,CARD_Doppelganger_Skin_DarkSword,ICON_MONSTER_Doppelganger_Skin_DarkSword,CARD_MONSTER_Doppelganger_Skin_DarkSword,LOC_NAME_SKIN_HERO_DOPPELGANGER_DARK_SWORD,LOC_DES_SKIN_HERO_DOPPELGANGER_DARK_SWORD,Doppelganger_Skin_DarkSword,Doppelganger_Skin_DarkSword_Pet,11,LOC_SKIN_HOW_TO_GET_SHOP,HP,LOC_SKIN_BUFF_HP,30,Percentage,6,20,-8.4,0,12,-10,20,-8.4,0,12,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
SKIN_HERO_G_RANDGRIS_GODDESS,12,HERO_G_RANDGRIS,TRUE,SKINBATTLE_SKIN_HERO_G_RANDGRIS_GODDESS,SKINBATTLE_SKIN_RETINUE_G_RANDGRIS_GODDESS,CARD_G_Randgris_Skin_Goddess,ICON_MONSTER_G_Randgris_Skin_Goddess,CARD_MONSTER_G_Randgris_Skin_Goddess,LOC_NAME_SKIN_HERO_G_RANDGRIS_GODDESS,LOC_DES_SKIN_HERO_G_RANDGRIS_GODDESS,G_Randgris_Skin_Goddess,G_Randgris_Skin_Goddess_Pet,12,LOC_SKIN_HOW_TO_GET_ACTI,MoveSpeed,LOC_PAN_HERO_INFORMATION_ATTRIBUTE_SPEED,30,Percentage,6,19,-9.5,0,12,0,19,-9.5,0,12,0,14,-5.4,0,10,0,14,-5.4,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
SKIN_HERO_G_RANDEL_GRIFFON,13,HERO_G_RANDEL,TRUE,SKINBATTLE_SKIN_HERO_G_RANDEL_GRIFFON,SKINBATTLE_SKIN_RETINUE_G_RANDEL_GRIFFON,CARD_Randel_Skin_Griffon,ICON_MONSTER_Randel_Skin_Griffon,CARD_MONSTER_Randel_Skin_Griffon,LOC_NAME_SKIN_HERO_G_RANDEL_GRIFFON,LOC_DES_SKIN_HERO_G_RANDEL_GRIFFON,Randel_Skin_Griffon,Randel_Skin_Griffon_Pet,13,LOC_SKIN_HOW_TO_GET_SHOP,PhysicalHurt,LOC_HERO_INFORMATION_ATTRIBUTE_PHYSICAL_HURT,-40,Percentage,12,21,-8.8,0,12,-10,21,-8.8,0,12,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
,,,,,,,,,,,,,,,MagicalHurt,LOC_HERO_INFORMATION_ATTRIBUTE_MAGICAL_HURT,-40,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKIN_HERO_MOONLIGHT_NEKO,14,HERO_MOONLIGHT,TRUE,SKINBATTLE_SKIN_HERO_MOONLIGHT_NEKO,SKINBATTLE_SKIN_RETINUE_MOONLIGHT_NEKO,CARD_Moonlight_Skin_Neko,ICON_MONSTER_Moonlight_Skin_Neko,CARD_MONSTER_Moonlight_Skin_Neko,LOC_NAME_SKIN_HERO_MOONLIGHT_NEKO,LOC_DES_SKIN_HERO_MOONLIGHT_NEKO,Moonlight_Skin_Neko,Moonlight_Skin_Neko_Pet,14,LOC_SKIN_HOW_TO_GET_SHOP,Cure,LOC_SKIN_BUFF_CURE,100,Percentage,6,21,-8.7,0,12,-10,21,-8.7,0,12,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
SKIN_HERO_G_EREMES_NINJIA,15,HERO_G_EREMES,TRUE,SKINBATTLE_SKIN_HERO_G_EREMES_NINJIA,SKINBATTLE_SKIN_RETINUE_G_EREMES_NINJIAG,CARD_Eremes_Skin_Ninja,ICON_MONSTER_Eremes_Skin_Ninja,CARD_MONSTER_Eremes_Skin_Ninja,LOC_NAME_SKIN_HERO_G_EREMES_NINJIA,LOC_DES_SKIN_HERO_G_EREMES_NINJIA,G_Eremes_Skin_Ninja,G_Eremes_Skin_Ninja_Pet,15,LOC_SKIN_HOW_TO_GET_ACTI,CriticalHit,LOC_SKIN_BUFF_CRITICALHIT,50,Percentage,12,19,-8,0,12,-10,19,-8,0,12,-10,15,-4.6,0,10,0,15,-4.6,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
SKIN_HERO_DRACULA_BARON_POSEIDON,16,HERO_DRACULA_BARON,TRUE,SKINBATTLE_SKIN_HERO_DRACULA_BARON_POSEIDON,SKINBATTLE_SKIN_RETINUE_DRACULA_BARON_POSEIDON,CARD_Dracula_Skin_Poseidon,ICON_MONSTER_Dracula_Skin_Poseidon,CARD_MONSTER_Dracula_Skin_Poseidon,LOC_NAME_SKIN_HERO_DRACULA_BARON_POSEIDON,LOC_DES_SKIN_HERO_DRACULA_BARON_POSEIDON,Dracula_Skin_Poseidon,Dracula_Skin_Poseidon_Pet,16,LOC_SKIN_HOW_TO_GET_SHOP,PhysicalAttack,LOC_SKIN_BUFF_PHYSICALATTACK,30,Percentage,6,21,-10,0,12,-10,21,-10,0,12,-10,16,-6,0,10,0,16,-6,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
SKIN_HERO_PHREEONI_PUFU,17,HERO_PHREEONI,TRUE,SKINBATTLE_SKIN_HERO_PHREEONI_PUFU,SKINBATTLE_SKIN_RETINUE_PHREEONI_PUFU,CARD_Phreeoni_Skin_Fugu,ICON_MONSTER_Phreeoni_Skin_Fugu,CARD_MONSTER_Phreeoni_Skin_Fugu,LOC_NAME_SKIN_HERO_PHREEONI_PUFU,LOC_DES_SKIN_HERO_PHREEONI_PUFU,Phreeoni_Skin_Fugu,Phreeoni_Skin_Fugu_Pet,17,LOC_SKIN_HOW_TO_GET_ACTI,AttackSpeed,LOC_PAN_HERO_INFORMATION_ATTRIBUTE_ATTACKSPEED,15,Percentage,6,20,-8,0,12,-10,20,-8,0,12,-10,17,-5.5,0,10,0,17,-5.5,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
,,,,,,,,,,,,,,,Cure,LOC_SKIN_BUFF_CURE,50,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKIN_HERO_MISSTRESS_SUMMER_BEACH,18,HERO_MISTRESS,TRUE,SKINBATTLE_SKIN_HERO_MISSTRESS_SUMMER_BEACH,SKINBATTLE_SKIN_RETINUE_MISSTRESS_SUMMER_BEACH,CARD_Mistress_Skin_Summer_Beach,ICON_MONSTER_Mistress_Skin_Summer_Beach,CARD_MONSTER_Mistress_Skin_Summer_Beach,LOC_NAME_SKIN_HERO_MISSTRESS_SUMMER_BEACH,LOC_DES_SKIN_HERO_MISSTRESS_SUMMER_BEACH,Mistress_Skin_Summer_Beach,Mistress_Skin_Summer_Beach_Pet,18,LOC_SKIN_HOW_TO_GET_ACTI,Magic,LOC_SKIN_BUFF_MAGIC,15,Percentage,6,21,-9.5,0,12,-10,21,-9.5,0,12,-10,16,-6,0,10,0,16,-6,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
,,,,,,,,,,,,,,,Cure,LOC_SKIN_BUFF_CURE,50,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKIN_HERO_MAYA_POOLPARTY,19,HERO_MAYA,TRUE,SKINBATTLE_SKIN_HERO_MAYA_POOLPARTY,SKINBATTLE_SKIN_RETINUE_MAYA_POOLPARTY,CARD_Maya_Skin_PoolParty,ICON_MONSTER_Maya_Skin_PoolParty,CARD_MONSTER_Maya_Skin_PoolParty,LOC_NAME_SKIN_HERO_MAYA_POOLPARTY,LOC_DES_SKIN_SKIN_HERO_MAYA_POOLPARTY,MAYA_Skin_PoolParty,MAYA_Skin_PoolParty_Pet,19,LOC_SKIN_HOW_TO_GET_SHOP,PhysicalAttack,LOC_SKIN_BUFF_PHYSICALATTACK,30,Percentage,6,21,-12.5,0.5,20,-10,21,-12.5,0.5,20,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
SKIN_HERO_SEYREN_DRAGON,20,HERO_SEYREN,TRUE,SKINBATTLE_SKIN_HERO_SEYREN_DRAGON,SKINBATTLE_SKIN_RETINUE_SEYREN_DRAGON,CARD_Seyren_Skin_Dragon,ICON_MONSTER_Seyren_Skin_Dragon,CARD_MONSTER_Seyren_Skin_Dragon,LOC_NAME_SKIN_HERO_SEYREN_DRAGON,LOC_DES_SKIN_HERO_SEYREN_DRAGON,Seyren_Skin_Dragon,Seyren_Skin_Dragon_Pet,20,LOC_SKIN_HOW_TO_GET_SHOP,Damage,LOC_SKIN_BUFF_DAMAGE,30,Percentage,12,24,-9.5,1.2,12,-10,24,-9.5,1.2,12,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
,,,,,,,,,,,,,,,AttackSpeed,LOC_PAN_HERO_INFORMATION_ATTRIBUTE_ATTACKSPEED,30,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKIN_HERO_BACSOJIN_FASHION,21,HERO_BACSOJIN,TRUE,SKINBATTLE_SKIN_HERO_BACSOJIN_FASHION,SKINBATTLE_SKIN_RETINUE_BACSOJIN_FASHION,CARD_Bacsojin_Skin_Fashion,ICON_MONSTER_Bacsojin_Skin_Fashion,CARD_MONSTER_Bacsojin_Skin_Fashion,LOC_NAME_SKIN_HERO_BACSOJIN_FASHION,LOC_DES_SKIN_HERO_BACSOJIN_FASHION,Bacsojin_Skin_Fashion,Bacsojin_Skin_Fashion_Pet,21,LOC_SKIN_HOW_TO_GET_SHOP,Magic,LOC_SKIN_BUFF_MAGIC,30,Percentage,6,21,-8.8,0.6,12,-10,21,-8.8,0.6,12,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
SKIN_HERO_HARWORD_PUNK,22,HERO_HARWORD,TRUE,SKINBATTLE_SKIN_HERO_HARWORD_PUNK,SKINBATTLE_SKIN_RETINUE_HARWORD_PUNK,CARD_Harword_Skin_Punk,ICON_MONSTER_Harword_Skin_Punk,CARD_MONSTER_Harword_Skin_Punk,LOC_NAME_SKIN_HERO_HARWORD_PUNK,LOC_DES_SKIN_HERO_HARWORD_PUNK,Harword_Skin_Punk,Harword_Skin_Punk_Pet,22,LOC_SKIN_HOW_TO_GET_SHOP,Damage,LOC_SKIN_BUFF_DAMAGE,30,Percentage,12,21,-8.8,0.6,12,-10,21,-8.8,0.6,12,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
,,,,,,,,,,,,,,,HP,LOC_SKIN_BUFF_HP,30,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKIN_HERO_DARK_SNAKE_LORD_KIMONO,23,HERO_DARK_SNAKE_LORD,TRUE,SKINBATTLE_SKIN_HERO_DARK_SNAKE_LORD_KIMONO,SKINBATTLE_SKIN_RETINUE_DARK_SNAKE_LORD_KIMONO,CARD_Dark_Snake_Lord_Skin_Kimono,ICON_MONSTER_Dark_Snake_Lord_Skin_Kimono,CARD_MONSTER_Dark_Snake_Lord_Skin_Kimono,LOC_NAME_SKIN_HERO_DARK_SNAKE_LORD_KIMONO,LOC_DES_SKIN_HERO_DARK_SNAKE_LORD_KIMONO,Dark_Snake_Lord_Skin_Kimono,Dark_Snake_Lord_Skin_Kimono_Pet,23,LOC_SKIN_HOW_TO_GET_SHOP,SkillDamage,LOC_SKIN_BUFF_SKILLDAMAGE,40,Percentage,6,21,-8.8,0.6,12,-10,21,-8.8,0.6,12,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
SKIN_HERO_OSIRIS_HELLFIRE,24,HERO_OSIRIS,TRUE,SKINBATTLE_SKIN_HERO_OSIRIS_HELLFIRE,SKINBATTLE_SKIN_RETINUE_OSIRIS_HELLFIRE,CARD_Osiris_Skin_Hellfire,ICON_MONSTER_Osiris_Skin_Hellfire,CARD_MONSTER_Osiris_Skin_Hellfire,LOC_NAME_SKIN_HERO_OSIRIS_HELLFIRE,LOC_DES_SKIN_HERO_OSIRIS_HELLFIRE,Osiris_Skin_Hellfire,Osiris_Skin_Hellfire_Pet,24,LOC_SKIN_HOW_TO_GET_SHOP,AttackSpeed,LOC_PAN_HERO_INFORMATION_ATTRIBUTE_ATTACKSPEED,30,Percentage,6,21,-9,0,12,-10,21,-9,0,12,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
SKIN_HERO_DRAKE_GHOST,25,HERO_DRAKE,TRUE,SKINBATTLE_SKIN_HERO_DRAKE_GHOST,SKINBATTLE_SKIN_RETINUE_DRAKE_GHOST,CARD_Drake_Skin_Ghost,ICON_MONSTER_Drake_Skin_Ghost,CARD_MONSTER_Drake_Skin_Ghost,LOC_NAME_SKIN_HERO_DRAKE_GHOST,LOC_DES_SKIN_HERO_DRAKE_GHOST,Drake_Skin_Ghost,Drake_Skin_Ghost_Pet,25,LOC_SKIN_HOW_TO_GET_SHOP,Damage,LOC_SKIN_BUFF_DAMAGE,30,Percentage,6,19,-8.1,0,12,-10,19,-8.1,0,12,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
SKIN_HERO_CELIA_DARKSAGE,26,HERO_CELIA,TRUE,SKINBATTLE_SKIN_HERO_CELIA_DARKSAGE,SKINBATTLE_SKIN_RETINUE_CELIA_DARKSAGE,Celia_Skin_DarkSage,ICON_MONSTER_Celia_Skin_DarkSage,CARD_MONSTER_Celia_Skin_DarkSage,LOC_NAME_SKIN_HERO_CELIA_DARKSAGE,LOC_DES_SKIN_HERO_CELIA_DARKSAGE,Celia_Skin_DarkSage,Celia_Skin_DarkSage_Pet,26,LOC_SKIN_HOW_TO_GET_SHOP,Magic,LOC_SKIN_BUFF_MAGIC,30,Percentage,12,21,-8.8,0.2,12,-10,21,-8.8,0.2,12,-10,16,-5.2,0,10,0,16,-5.2,0,10,0,600#0#550,600#0#550,-600#0#-550,200#0#700,-900#0#-400,1000#0#-700,500#0#900,-800#0#0,1200#0#-200,-250#0#-1200
,,,,,,,,,,,,,,,SkillDamage,LOC_SKIN_BUFF_SKILLDAMAGE,40,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
